experiment,item_type,form,meaning,foils,hypothesis
2,trial,zyiNzyiN,POUNDING (E.G. HEADACHE)|THROBBING (E.G. HEADACHE),yoroyoro|fuwafuwa|yakiyaki|saku|yakamasyii|kutakuta|kyuukutsuka|yagurasyika|nebaneba|zoNzoN|kosui|katai|pyoNpyoN|hisohiso|ookii|zuruNzuruN|tyiQtyai|boNyari|suu|motyokoi|geNki|semai|kiree|hetoheto|kiiN|zarazara|nurunuru|iQpai|maNpuku,iconic
2,trial,motyokoi,TICKLING,yoroyoro|fuwafuwa|yakiyaki|saku|yakamasyii|kutakuta|kyuukutsuka|yagurasyika|nebaneba|zoNzoN|kosui|katai|pyoNpyoN|hisohiso|ookii|zuruNzuruN|tyiQtyai|boNyari|suu|zyiNzyiN|geNki|semai|kiree|hetoheto|kiiN|zarazara|nurunuru|iQpai|maNpuku,iconic
2,trial,geNki,LIVELY|ENERGETIC,yoroyoro|fuwafuwa|yakiyaki|saku|yakamasyii|kutakuta|kyuukutsuka|yagurasyika|nebaneba|zoNzoN|kosui|katai|pyoNpyoN|hisohiso|ookii|zuruNzuruN|tyiQtyai|boNyari|suu|zyiNzyiN|motyokoi|semai|kiree|hetoheto|kiiN|zarazara|nurunuru|iQpai|maNpuku,not iconic
3,trial,semai,CRAMPED|TIGHT,yoroyoro|fuwafuwa|yakiyaki|saku|yakamasyii|kutakuta|kyuukutsuka|yagurasyika|nebaneba|zoNzoN|kosui|katai|pyoNpyoN|hisohiso|ookii|zuruNzuruN|boNyari|suu|zyiNzyiN|motyokoi|geNki|kiree|hetoheto|kiiN|zarazara|nurunuru|iQpai|maNpuku,iconic
3,trial,kiree,CLEAN|TIDY,yoroyoro|fuwafuwa|yakiyaki|saku|yakamasyii|kutakuta|kyuukutsuka|yagurasyika|nebaneba|zoNzoN|kosui|katai|pyoNpyoN|hisohiso|ookii|zuruNzuruN|tyiQtyai|boNyari|suu|zyiNzyiN|motyokoi|geNki|semai|hetoheto|kiiN|zarazara|nurunuru|iQpai|maNpuku,iconic
3,trial,hetoheto,EXHAUSTED|TIRED|WEARY,yoroyoro|fuwafuwa|yakiyaki|saku|yakamasyii|kyuukutsuka|yagurasyika|nebaneba|zoNzoN|kosui|katai|pyoNpyoN|hisohiso|ookii|zuruNzuruN|tyiQtyai|boNyari|suu|zyiNzyiN|motyokoi|geNki|semai|kiree|kiiN|zarazara|nurunuru|iQpai|maNpuku,iconic
3,trial,kiiN,RINGING (E.G. A RINGING SOUND IN YOUR EARS),yoroyoro|fuwafuwa|yakiyaki|saku|yakamasyii|kutakuta|kyuukutsuka|yagurasyika|nebaneba|zoNzoN|kosui|katai|pyoNpyoN|hisohiso|ookii|zuruNzuruN|tyiQtyai|boNyari|suu|zyiNzyiN|motyokoi|geNki|semai|kiree|hetoheto|zarazara|nurunuru|iQpai|maNpuku,iconic
3,trial,zarazara,ROUGH|GRITTY|COARSE,yoroyoro|fuwafuwa|yakiyaki|saku|yakamasyii|kutakuta|kyuukutsuka|yagurasyika|nebaneba|zoNzoN|kosui|katai|pyoNpyoN|hisohiso|ookii|zuruNzuruN|tyiQtyai|boNyari|suu|zyiNzyiN|motyokoi|geNki|semai|kiree|hetoheto|kiiN|nurunuru|iQpai|maNpuku,iconic
3,trial,nurunuru,SLIMY|SLIPPERY|SLICK,yoroyoro|fuwafuwa|yakiyaki|saku|yakamasyii|kutakuta|kyuukutsuka|yagurasyika|nebaneba|zoNzoN|kosui|katai|pyoNpyoN|hisohiso|ookii|tyiQtyai|boNyari|suu|zyiNzyiN|motyokoi|geNki|semai|kiree|hetoheto|kiiN|zarazara|iQpai|maNpuku,iconic
3,trial,iQpai,FULL (TO THE BRIM)|FULL (TO BURSTING),yoroyoro|fuwafuwa|yakiyaki|saku|yakamasyii|kutakuta|kyuukutsuka|yagurasyika|nebaneba|zoNzoN|kosui|katai|pyoNpyoN|hisohiso|ookii|zuruNzuruN|tyiQtyai|boNyari|suu|zyiNzyiN|motyokoi|geNki|semai|kiree|hetoheto|kiiN|zarazara|nurunuru|maNpuku,iconic
3,trial,maNpuku,STUFFED (FROM EATING TOO MUCH)|FULL (FROM EATING),yoroyoro|fuwafuwa|yakiyaki|saku|yakamasyii|kutakuta|kyuukutsuka|yagurasyika|nebaneba|zoNzoN|kosui|katai|pyoNpyoN|hisohiso|ookii|zuruNzuruN|tyiQtyai|boNyari|suu|zyiNzyiN|motyokoi|geNki|semai|kiree|hetoheto|kiiN|zarazara|nurunuru|iQpai,not iconic
