experiment,trial,item_type,form,meaning,foils
2,6,trial,cremecaramel,DESSERT|FRENCH|FANCY,appleteacake|adobo|chaicookie|dutchbaby|gooseberryvlaam|christmascake|custard|borscht|cupcakes|fishpie|eggplantcurry|cornfritters|butterchicken|caramelpudding|chocolatecake|blackberrypav|kapusniak|gozleme|cremebrulee|crunchytofu|bretontiramisu|goldenpudding|carrotcake|ciambella|cauliflowersoup|chickenpie|dalmakhani|blacksesame
2,7,trial,chocolatecake,CHOCOLATE|LOVE|CAKE,appleteacake|adobo|chaicookie|dutchbaby|gooseberryvlaam|christmascake|custard|borscht|cupcakes|fishpie|eggplantcurry|cornfritters|butterchicken|caramelpudding|cremecaramel|blackberrypav|kapusniak|gozleme|cremebrulee|crunchytofu|bretontiramisu|goldenpudding|carrotcake|ciambella|cauliflowersoup|chickenpie|dalmakhani|blacksesame
2,8,trial,blackberrypav,PAVLOVA|WINTER|DESSERT,appleteacake|adobo|chaicookie|dutchbaby|gooseberryvlaam|christmascake|custard|borscht|cupcakes|fishpie|eggplantcurry|cornfritters|butterchicken|caramelpudding|cremecaramel|chocolatecake|kapusniak|gozleme|cremebrulee|crunchytofu|bretontiramisu|goldenpudding|carrotcake|ciambella|cauliflowersoup|chickenpie|dalmakhani|blacksesame
2,9,trial,kapusniak,SOUP|WINTER|DUMPLINGS,appleteacake|adobo|chaicookie|dutchbaby|gooseberryvlaam|christmascake|custard|borscht|cupcakes|fishpie|eggplantcurry|cornfritters|butterchicken|caramelpudding|cremecaramel|chocolatecake|blackberrypav|gozleme|cremebrulee|crunchytofu|bretontiramisu|goldenpudding|carrotcake|ciambella|cauliflowersoup|chickenpie|dalmakhani|blacksesame
2,10,trial,gozleme,TURKISH|CREPES|SPINACH,appleteacake|adobo|chaicookie|dutchbaby|gooseberryvlaam|christmascake|custard|borscht|cupcakes|fishpie|eggplantcurry|cornfritters|butterchicken|caramelpudding|cremecaramel|chocolatecake|blackberrypav|kapusniak|cremebrulee|crunchytofu|bretontiramisu|goldenpudding|carrotcake|ciambella|cauliflowersoup|chickenpie|dalmakhani|blacksesame
2,11,trial,cremebrulee,CUSTARD|SUGAR|CRUNCHY,appleteacake|adobo|chaicookie|dutchbaby|gooseberryvlaam|christmascake|custard|borscht|cupcakes|fishpie|eggplantcurry|cornfritters|butterchicken|caramelpudding|cremecaramel|chocolatecake|blackberrypav|kapusniak|gozleme|crunchytofu|bretontiramisu|goldenpudding|carrotcake|ciambella|cauliflowersoup|chickenpie|dalmakhani|blacksesame
3,1,practice,appleteacake,CAKE,adobo|chaicookie|dutchbaby|gooseberryvlaam|christmascake|custard|borscht|cupcakes|fishpie|eggplantcurry|cornfritters|butterchicken|caramelpudding|cremecaramel|chocolatecake|blackberrypav|kapusniak|gozleme|cremebrulee|crunchytofu|bretontiramisu|goldenpudding|carrotcake|ciambella|cauliflowersoup|chickenpie|dalmakhani|blacksesame
3,2,practice,adobo,CHICKEN,appleteacake|chaicookie|dutchbaby|gooseberryvlaam|christmascake|custard|borscht|cupcakes|fishpie|eggplantcurry|cornfritters|butterchicken|caramelpudding|cremecaramel|chocolatecake|blackberrypav|kapusniak|gozleme|cremebrulee|crunchytofu|bretontiramisu|goldenpudding|carrotcake|ciambella|cauliflowersoup|chickenpie|dalmakhani|blacksesame
3,3,trial,crunchytofu,CRUNCHY|TOFU|KOREAN,appleteacake|adobo|chaicookie|dutchbaby|gooseberryvlaam|christmascake|custard|borscht|cupcakes|fishpie|eggplantcurry|cornfritters|butterchicken|caramelpudding|cremecaramel|chocolatecake|blackberrypav|kapusniak|gozleme|cremebrulee|bretontiramisu|goldenpudding|carrotcake|ciambella|cauliflowersoup|chickenpie|dalmakhani|blacksesame
3,4,trial,bretontiramisu,DESSERT|ITALIAN|COFFEE,appleteacake|adobo|chaicookie|dutchbaby|gooseberryvlaam|christmascake|custard|borscht|cupcakes|fishpie|eggplantcurry|cornfritters|butterchicken|caramelpudding|cremecaramel|chocolatecake|blackberrypav|kapusniak|gozleme|cremebrulee|crunchytofu|goldenpudding|carrotcake|ciambella|cauliflowersoup|chickenpie|dalmakhani|blacksesame
3,5,trial,goldenpudding,GOLDEN|FLUFFY|COMFORTING,appleteacake|adobo|chaicookie|dutchbaby|gooseberryvlaam|christmascake|custard|borscht|cupcakes|fishpie|eggplantcurry|cornfritters|butterchicken|caramelpudding|cremecaramel|chocolatecake|blackberrypav|kapusniak|gozleme|cremebrulee|crunchytofu|bretontiramisu|carrotcake|ciambella|cauliflowersoup|chickenpie|dalmakhani|blacksesame
3,6,trial,carrotcake,CARROTS|SWEET|CAKE,appleteacake|adobo|chaicookie|dutchbaby|gooseberryvlaam|christmascake|custard|borscht|cupcakes|fishpie|eggplantcurry|cornfritters|butterchicken|caramelpudding|cremecaramel|chocolatecake|blackberrypav|kapusniak|gozleme|cremebrulee|crunchytofu|bretontiramisu|goldenpudding|ciambella|cauliflowersoup|chickenpie|dalmakhani|blacksesame
3,7,trial,ciambella,BUNDT|CAKE|ITALIAN,appleteacake|adobo|chaicookie|dutchbaby|gooseberryvlaam|christmascake|custard|borscht|cupcakes|fishpie|eggplantcurry|cornfritters|butterchicken|caramelpudding|cremecaramel|chocolatecake|blackberrypav|kapusniak|gozleme|cremebrulee|crunchytofu|bretontiramisu|goldenpudding|carrotcake|cauliflowersoup|chickenpie|dalmakhani|blacksesame
3,8,trial,cauliflowersoup,CAULIFLOWER|SOUP|GOLDEN,appleteacake|adobo|chaicookie|dutchbaby|gooseberryvlaam|christmascake|custard|borscht|cupcakes|fishpie|eggplantcurry|cornfritters|butterchicken|caramelpudding|cremecaramel|chocolatecake|blackberrypav|kapusniak|gozleme|cremebrulee|crunchytofu|bretontiramisu|goldenpudding|carrotcake|ciambella|chickenpie|dalmakhani|blacksesame
3,9,trial,chickenpie,PIE|CHICKEN|MUSHROOM,appleteacake|adobo|chaicookie|dutchbaby|gooseberryvlaam|christmascake|custard|borscht|cupcakes|fishpie|eggplantcurry|cornfritters|butterchicken|caramelpudding|cremecaramel|chocolatecake|blackberrypav|kapusniak|gozleme|cremebrulee|crunchytofu|bretontiramisu|goldenpudding|carrotcake|ciambella|cauliflowersoup|dalmakhani|blacksesame
3,10,trial,dalmakhani,INDIAN|CURRY|COMFORTING,appleteacake|adobo|chaicookie|dutchbaby|gooseberryvlaam|christmascake|custard|borscht|cupcakes|fishpie|eggplantcurry|cornfritters|butterchicken|caramelpudding|cremecaramel|chocolatecake|blackberrypav|kapusniak|gozleme|cremebrulee|crunchytofu|bretontiramisu|goldenpudding|carrotcake|ciambella|cauliflowersoup|chickenpie|blacksesame
3,11,trial,blacksesame,ICECREAM|COLD|JAPANESE,appleteacake|adobo|chaicookie|dutchbaby|gooseberryvlaam|christmascake|custard|borscht|cupcakes|fishpie|eggplantcurry|cornfritters|butterchicken|caramelpudding|cremecaramel|chocolatecake|blackberrypav|kapusniak|gozleme|cremebrulee|crunchytofu|bretontiramisu|goldenpudding|carrotcake|ciambella|cauliflowersoup|chickenpie|dalmakhani
