experiment,trial,item_type,form,meaning,foils
1,11,trial,buruburu,COLD|CHILLY|FREEZING,honnori|chirahora|berabera2|mojimoji|sekaseka|boroboro|hokahoka|ujauja|sansan|wanwan|kunekune|kirakira|gojagoja2|hiyahiya|debudebu|bukubuku2|wakuwaku|nurunuru|korokoro|morimori|gokugoku|fuwafuwa|ukiuki|shikkari|betabeta|morimori3|hisohiso|dokidoki|gojagoja|kebakeba|gayagaya|kachikachi|chikuchiku|kankan2|nikoniko-nomosaic|kankan|berabera|morimori2|harahara|kankan3|gizagiza|korokoro2|bukubuku
2,1,practice,honnori,WAFTING,chirahora|berabera2|mojimoji|sekaseka|boroboro|hokahoka|ujauja|sansan|wanwan|buruburu|kunekune|kirakira|gojagoja2|hiyahiya|debudebu|bukubuku2|wakuwaku|nurunuru|korokoro|morimori|gokugoku|fuwafuwa|ukiuki|shikkari|betabeta|morimori3|hisohiso|dokidoki|gojagoja|kebakeba|gayagaya|kachikachi|chikuchiku|kankan2|nikoniko-nomosaic|kankan|berabera|morimori2|harahara|kankan3|gizagiza|korokoro2|bukubuku
2,2,practice,chirahora,SKATTERED,honnori|berabera2|mojimoji|sekaseka|boroboro|hokahoka|ujauja|sansan|wanwan|buruburu|kunekune|kirakira|gojagoja2|hiyahiya|debudebu|bukubuku2|wakuwaku|nurunuru|korokoro|morimori|gokugoku|fuwafuwa|ukiuki|shikkari|betabeta|morimori3|hisohiso|dokidoki|gojagoja|kebakeba|gayagaya|kachikachi|chikuchiku|kankan2|nikoniko-nomosaic|kankan|berabera|morimori2|harahara|kankan3|gizagiza|korokoro2|bukubuku
2,3,trial,buruburu,SHAKING|TREMBLING|SHIVERING,honnori|chirahora|berabera2|mojimoji|sekaseka|boroboro|hokahoka|ujauja|sansan|wanwan|kunekune|kirakira|gojagoja2|hiyahiya|debudebu|bukubuku2|wakuwaku|nurunuru|korokoro|morimori|gokugoku|fuwafuwa|ukiuki|shikkari|betabeta|morimori3|hisohiso|dokidoki|gojagoja|kebakeba|gayagaya|kachikachi|chikuchiku|kankan2|nikoniko-nomosaic|kankan|berabera|morimori2|harahara|kankan3|gizagiza|korokoro2|bukubuku
2,4,trial,kunekune,WINDING|TWISTING|TWIRLING,honnori|chirahora|berabera2|mojimoji|sekaseka|boroboro|hokahoka|ujauja|sansan|wanwan|buruburu|kirakira|gojagoja2|hiyahiya|debudebu|bukubuku2|wakuwaku|nurunuru|korokoro|morimori|gokugoku|fuwafuwa|ukiuki|shikkari|betabeta|morimori3|hisohiso|dokidoki|gojagoja|kebakeba|gayagaya|kachikachi|chikuchiku|kankan2|nikoniko-nomosaic|kankan|berabera|morimori2|harahara|kankan3|gizagiza|korokoro2|bukubuku
2,5,trial,kirakira,SPARKLING|GLITTERING|TWINKLING,honnori|chirahora|berabera2|mojimoji|sekaseka|boroboro|hokahoka|ujauja|sansan|wanwan|buruburu|kunekune|gojagoja2|hiyahiya|debudebu|bukubuku2|wakuwaku|nurunuru|korokoro|morimori|gokugoku|fuwafuwa|ukiuki|shikkari|betabeta|morimori3|hisohiso|dokidoki|gojagoja|kebakeba|gayagaya|kachikachi|chikuchiku|kankan2|nikoniko-nomosaic|kankan|berabera|morimori2|harahara|kankan3|gizagiza|korokoro2|bukubuku
2,6,trial,gojagoja2,JUMBLED UP|MIXED UP|MUDDLED UP,honnori|chirahora|berabera2|mojimoji|sekaseka|boroboro|hokahoka|ujauja|sansan|wanwan|buruburu|kunekune|kirakira|hiyahiya|debudebu|bukubuku2|wakuwaku|nurunuru|korokoro|morimori|gokugoku|fuwafuwa|ukiuki|shikkari|betabeta|morimori3|hisohiso|dokidoki|kebakeba|gayagaya|kachikachi|chikuchiku|kankan2|nikoniko-nomosaic|kankan|berabera|morimori2|harahara|kankan3|gizagiza|korokoro2|bukubuku
2,7,trial,hiyahiya,RELIEVED|CLOSE CALL|PHEW,honnori|chirahora|berabera2|mojimoji|sekaseka|boroboro|hokahoka|ujauja|sansan|wanwan|buruburu|kunekune|kirakira|gojagoja2|debudebu|bukubuku2|wakuwaku|nurunuru|korokoro|morimori|gokugoku|fuwafuwa|ukiuki|shikkari|betabeta|morimori3|hisohiso|dokidoki|gojagoja|kebakeba|gayagaya|kachikachi|chikuchiku|kankan2|nikoniko-nomosaic|kankan|berabera|morimori2|harahara|kankan3|gizagiza|korokoro2|bukubuku
2,8,trial,debudebu,FAT|PUDGY|DUMPY,honnori|chirahora|berabera2|mojimoji|sekaseka|boroboro|hokahoka|ujauja|sansan|wanwan|buruburu|kunekune|kirakira|gojagoja2|hiyahiya|bukubuku2|wakuwaku|nurunuru|korokoro|morimori|gokugoku|fuwafuwa|ukiuki|shikkari|betabeta|morimori3|hisohiso|dokidoki|gojagoja|kebakeba|gayagaya|kachikachi|chikuchiku|kankan2|nikoniko-nomosaic|kankan|berabera|morimori2|harahara|kankan3|gizagiza|korokoro2
2,9,trial,bukubuku2,ROUND|SWOLLEN|BLOATED,honnori|chirahora|berabera2|mojimoji|sekaseka|boroboro|hokahoka|ujauja|sansan|wanwan|buruburu|kunekune|kirakira|gojagoja2|hiyahiya|debudebu|wakuwaku|nurunuru|korokoro|morimori|gokugoku|fuwafuwa|ukiuki|shikkari|betabeta|morimori3|hisohiso|dokidoki|gojagoja|kebakeba|gayagaya|kachikachi|chikuchiku|kankan2|nikoniko-nomosaic|kankan|berabera|morimori2|harahara|kankan3|gizagiza|korokoro2
2,10,trial,wakuwaku,EXCITED|CHEERFUL|UPBEAT,honnori|chirahora|berabera2|mojimoji|sekaseka|boroboro|hokahoka|ujauja|sansan|wanwan|buruburu|kunekune|kirakira|gojagoja2|hiyahiya|debudebu|bukubuku2|nurunuru|korokoro|morimori|gokugoku|fuwafuwa|ukiuki|shikkari|betabeta|morimori3|hisohiso|dokidoki|gojagoja|kebakeba|gayagaya|kachikachi|chikuchiku|kankan2|nikoniko-nomosaic|kankan|berabera|morimori2|harahara|kankan3|gizagiza|korokoro2|bukubuku
2,11,trial,nurunuru,SLIMY|SLIPPERY|GREASY,honnori|chirahora|berabera2|mojimoji|sekaseka|boroboro|hokahoka|ujauja|sansan|wanwan|buruburu|kunekune|kirakira|gojagoja2|hiyahiya|debudebu|bukubuku2|wakuwaku|korokoro|morimori|gokugoku|fuwafuwa|ukiuki|shikkari|betabeta|morimori3|hisohiso|dokidoki|gojagoja|kebakeba|gayagaya|kachikachi|chikuchiku|kankan2|nikoniko-nomosaic|kankan|berabera|morimori2|harahara|kankan3|gizagiza|korokoro2|bukubuku
3,1,practice,honnori,WAFTING,chirahora|berabera2|mojimoji|sekaseka|boroboro|hokahoka|ujauja|sansan|wanwan|buruburu|kunekune|kirakira|gojagoja2|hiyahiya|debudebu|bukubuku2|wakuwaku|nurunuru|korokoro|morimori|gokugoku|fuwafuwa|ukiuki|shikkari|betabeta|morimori3|hisohiso|dokidoki|gojagoja|kebakeba|gayagaya|kachikachi|chikuchiku|kankan2|nikoniko-nomosaic|kankan|berabera|morimori2|harahara|kankan3|gizagiza|korokoro2|bukubuku
3,2,practice,chirahora,SKATTERED,honnori|berabera2|mojimoji|sekaseka|boroboro|hokahoka|ujauja|sansan|wanwan|buruburu|kunekune|kirakira|gojagoja2|hiyahiya|debudebu|bukubuku2|wakuwaku|nurunuru|korokoro|morimori|gokugoku|fuwafuwa|ukiuki|shikkari|betabeta|morimori3|hisohiso|dokidoki|gojagoja|kebakeba|gayagaya|kachikachi|chikuchiku|kankan2|nikoniko-nomosaic|kankan|berabera|morimori2|harahara|kankan3|gizagiza|korokoro2|bukubuku
3,3,trial,korokoro,ROLLING|TURNING|SPINNING,honnori|chirahora|berabera2|mojimoji|sekaseka|boroboro|hokahoka|ujauja|sansan|wanwan|buruburu|kunekune|kirakira|gojagoja2|hiyahiya|debudebu|bukubuku2|wakuwaku|nurunuru|morimori|gokugoku|fuwafuwa|ukiuki|shikkari|betabeta|morimori3|hisohiso|dokidoki|gojagoja|kebakeba|gayagaya|kachikachi|chikuchiku|kankan2|nikoniko-nomosaic|kankan|berabera|morimori2|harahara|kankan3|gizagiza|korokoro2|bukubuku
3,4,trial,morimori,MUSCLY|BUFF|BULKY,honnori|chirahora|berabera2|mojimoji|sekaseka|boroboro|hokahoka|ujauja|sansan|wanwan|buruburu|kunekune|kirakira|gojagoja2|hiyahiya|debudebu|bukubuku2|wakuwaku|nurunuru|korokoro|gokugoku|fuwafuwa|ukiuki|shikkari|betabeta|morimori3|hisohiso|dokidoki|gojagoja|kebakeba|gayagaya|kachikachi|chikuchiku|kankan2|nikoniko-nomosaic|kankan|berabera|morimori2|harahara|kankan3|gizagiza|korokoro2|bukubuku
3,5,trial,gokugoku,GULPING|GUZZLING|DRINKING,honnori|chirahora|berabera2|mojimoji|sekaseka|boroboro|hokahoka|ujauja|sansan|wanwan|buruburu|kunekune|kirakira|gojagoja2|hiyahiya|debudebu|bukubuku2|wakuwaku|nurunuru|korokoro|morimori|fuwafuwa|ukiuki|shikkari|betabeta|morimori3|hisohiso|dokidoki|gojagoja|kebakeba|gayagaya|kachikachi|chikuchiku|kankan2|nikoniko-nomosaic|kankan|berabera|morimori2|harahara|kankan3|gizagiza|korokoro2|bukubuku
3,6,trial,fuwafuwa,FLUFFY|SPONGY|SOFT,honnori|chirahora|berabera2|mojimoji|sekaseka|boroboro|hokahoka|ujauja|sansan|wanwan|buruburu|kunekune|kirakira|gojagoja2|hiyahiya|debudebu|bukubuku2|wakuwaku|nurunuru|korokoro|morimori|gokugoku|ukiuki|shikkari|betabeta|morimori3|hisohiso|dokidoki|gojagoja|kebakeba|gayagaya|kachikachi|chikuchiku|kankan2|nikoniko-nomosaic|kankan|berabera|morimori2|harahara|kankan3|gizagiza|korokoro2|bukubuku
3,7,trial,ukiuki,EXCITED|CHEERFUL|UPBEAT,honnori|chirahora|berabera2|mojimoji|sekaseka|boroboro|hokahoka|ujauja|sansan|wanwan|buruburu|kunekune|kirakira|gojagoja2|hiyahiya|debudebu|bukubuku2|wakuwaku|nurunuru|korokoro|morimori|gokugoku|fuwafuwa|shikkari|betabeta|morimori3|hisohiso|dokidoki|gojagoja|kebakeba|gayagaya|kachikachi|chikuchiku|kankan2|nikoniko-nomosaic|kankan|berabera|morimori2|harahara|kankan3|gizagiza|korokoro2|bukubuku
3,8,trial,shikkari,TIGHTLY|FIRMLY|SECURELY,honnori|chirahora|berabera2|mojimoji|sekaseka|boroboro|hokahoka|ujauja|sansan|wanwan|buruburu|kunekune|kirakira|gojagoja2|hiyahiya|debudebu|bukubuku2|wakuwaku|nurunuru|korokoro|morimori|gokugoku|fuwafuwa|ukiuki|betabeta|morimori3|hisohiso|dokidoki|gojagoja|kebakeba|gayagaya|kachikachi|chikuchiku|kankan2|nikoniko-nomosaic|kankan|berabera|morimori2|harahara|kankan3|gizagiza|korokoro2|bukubuku
3,9,trial,betabeta,STICKY|GUMMY|GOOEY,honnori|chirahora|berabera2|mojimoji|sekaseka|boroboro|hokahoka|ujauja|sansan|wanwan|buruburu|kunekune|kirakira|gojagoja2|hiyahiya|debudebu|bukubuku2|wakuwaku|nurunuru|korokoro|morimori|gokugoku|fuwafuwa|ukiuki|shikkari|morimori3|hisohiso|dokidoki|gojagoja|kebakeba|gayagaya|kachikachi|chikuchiku|kankan2|nikoniko-nomosaic|kankan|berabera|morimori2|harahara|kankan3|gizagiza|korokoro2|bukubuku
3,10,trial,morimori3,LUMPY|IN A MOUND|PILED UP,honnori|chirahora|berabera2|mojimoji|sekaseka|boroboro|hokahoka|ujauja|sansan|wanwan|buruburu|kunekune|kirakira|gojagoja2|hiyahiya|debudebu|bukubuku2|wakuwaku|nurunuru|korokoro|morimori|gokugoku|fuwafuwa|ukiuki|shikkari|betabeta|hisohiso|dokidoki|gojagoja|kebakeba|gayagaya|kachikachi|chikuchiku|kankan2|nikoniko-nomosaic|kankan|berabera|morimori2|harahara|kankan3|gizagiza|korokoro2|bukubuku
3,11,trial,hisohiso,WHISPERING|HUSHED|QUIETLY,honnori|chirahora|berabera2|mojimoji|sekaseka|boroboro|hokahoka|ujauja|sansan|wanwan|buruburu|kunekune|kirakira|gojagoja2|hiyahiya|debudebu|bukubuku2|wakuwaku|nurunuru|korokoro|morimori|gokugoku|fuwafuwa|ukiuki|shikkari|betabeta|morimori3|dokidoki|gojagoja|kebakeba|gayagaya|kachikachi|chikuchiku|kankan2|nikoniko-nomosaic|kankan|berabera|morimori2|harahara|kankan3|gizagiza|korokoro2|bukubuku
4,1,practice,honnori,WAFTING,chirahora|berabera2|mojimoji|sekaseka|boroboro|hokahoka|ujauja|sansan|wanwan|buruburu|kunekune|kirakira|gojagoja2|hiyahiya|debudebu|bukubuku2|wakuwaku|nurunuru|korokoro|morimori|gokugoku|fuwafuwa|ukiuki|shikkari|betabeta|morimori3|hisohiso|dokidoki|gojagoja|kebakeba|gayagaya|kachikachi|chikuchiku|kankan2|nikoniko-nomosaic|kankan|berabera|morimori2|harahara|kankan3|gizagiza|korokoro2|bukubuku
4,2,practice,chirahora,SKATTERED,honnori|berabera2|mojimoji|sekaseka|boroboro|hokahoka|ujauja|sansan|wanwan|buruburu|kunekune|kirakira|gojagoja2|hiyahiya|debudebu|bukubuku2|wakuwaku|nurunuru|korokoro|morimori|gokugoku|fuwafuwa|ukiuki|shikkari|betabeta|morimori3|hisohiso|dokidoki|gojagoja|kebakeba|gayagaya|kachikachi|chikuchiku|kankan2|nikoniko-nomosaic|kankan|berabera|morimori2|harahara|kankan3|gizagiza|korokoro2|bukubuku
4,3,trial,chirahora,HERE AND THERE|TO AND FRO|SKATTERED,honnori|berabera2|mojimoji|sekaseka|boroboro|hokahoka|ujauja|sansan|wanwan|buruburu|kunekune|kirakira|gojagoja2|hiyahiya|debudebu|bukubuku2|wakuwaku|nurunuru|korokoro|morimori|gokugoku|fuwafuwa|ukiuki|shikkari|betabeta|morimori3|hisohiso|dokidoki|gojagoja|kebakeba|gayagaya|kachikachi|chikuchiku|kankan2|nikoniko-nomosaic|kankan|berabera|morimori2|harahara|kankan3|gizagiza|korokoro2|bukubuku
4,4,trial,dokidoki,ANXIOUS|AFRAID|NERVOUS,honnori|chirahora|berabera2|mojimoji|sekaseka|boroboro|hokahoka|ujauja|sansan|wanwan|buruburu|kunekune|kirakira|gojagoja2|hiyahiya|debudebu|bukubuku2|wakuwaku|nurunuru|korokoro|morimori|gokugoku|fuwafuwa|ukiuki|shikkari|betabeta|morimori3|hisohiso|gojagoja|kebakeba|gayagaya|kachikachi|chikuchiku|kankan2|nikoniko-nomosaic|kankan|berabera|morimori2|harahara|kankan3|gizagiza|korokoro2|bukubuku
4,5,trial,gojagoja,JUMBLED UP|MIXED UP|MUDDLED UP,honnori|chirahora|berabera2|mojimoji|sekaseka|boroboro|hokahoka|ujauja|sansan|wanwan|buruburu|kunekune|kirakira|hiyahiya|debudebu|bukubuku2|wakuwaku|nurunuru|korokoro|morimori|gokugoku|fuwafuwa|ukiuki|shikkari|betabeta|morimori3|hisohiso|dokidoki|kebakeba|gayagaya|kachikachi|chikuchiku|kankan2|nikoniko-nomosaic|kankan|berabera|morimori2|harahara|kankan3|gizagiza|korokoro2|bukubuku
4,6,trial,honnori,FAINTLY|SLIGHTLY|SUBTLY,chirahora|berabera2|mojimoji|sekaseka|boroboro|hokahoka|ujauja|sansan|wanwan|buruburu|kunekune|kirakira|gojagoja2|hiyahiya|debudebu|bukubuku2|wakuwaku|nurunuru|korokoro|morimori|gokugoku|fuwafuwa|ukiuki|shikkari|betabeta|morimori3|hisohiso|dokidoki|gojagoja|kebakeba|gayagaya|kachikachi|chikuchiku|kankan2|nikoniko-nomosaic|kankan|berabera|morimori2|harahara|kankan3|gizagiza|korokoro2|bukubuku
4,7,trial,kebakeba,FUZZY|FRIZZY|FRAZZLED,honnori|chirahora|berabera2|mojimoji|sekaseka|boroboro|hokahoka|ujauja|sansan|wanwan|buruburu|kunekune|kirakira|gojagoja2|hiyahiya|debudebu|bukubuku2|wakuwaku|nurunuru|korokoro|morimori|gokugoku|fuwafuwa|ukiuki|shikkari|betabeta|morimori3|hisohiso|dokidoki|gojagoja|gayagaya|kachikachi|chikuchiku|kankan2|nikoniko-nomosaic|kankan|berabera|morimori2|harahara|kankan3|gizagiza|korokoro2|bukubuku
4,8,trial,gayagaya,LOUD|HUBBUB|NOISY,honnori|chirahora|berabera2|mojimoji|sekaseka|boroboro|hokahoka|ujauja|sansan|wanwan|buruburu|kunekune|kirakira|gojagoja2|hiyahiya|debudebu|bukubuku2|wakuwaku|nurunuru|korokoro|morimori|gokugoku|fuwafuwa|ukiuki|shikkari|betabeta|morimori3|hisohiso|dokidoki|gojagoja|kebakeba|kachikachi|chikuchiku|kankan2|nikoniko-nomosaic|kankan|berabera|morimori2|harahara|kankan3|gizagiza|korokoro2|bukubuku
4,9,trial,kachikachi,HARD|SOLID|FIRM,honnori|chirahora|berabera2|mojimoji|sekaseka|boroboro|hokahoka|ujauja|sansan|wanwan|buruburu|kunekune|kirakira|gojagoja2|hiyahiya|debudebu|bukubuku2|wakuwaku|nurunuru|korokoro|morimori|gokugoku|fuwafuwa|ukiuki|shikkari|betabeta|morimori3|hisohiso|dokidoki|gojagoja|kebakeba|gayagaya|chikuchiku|kankan2|nikoniko-nomosaic|kankan|berabera|morimori2|harahara|kankan3|gizagiza|korokoro2|bukubuku
4,10,trial,chikuchiku,PRICKLING|STINGING|TINGLING,honnori|chirahora|berabera2|mojimoji|sekaseka|boroboro|hokahoka|ujauja|sansan|wanwan|buruburu|kunekune|kirakira|gojagoja2|hiyahiya|debudebu|bukubuku2|wakuwaku|nurunuru|korokoro|morimori|gokugoku|fuwafuwa|ukiuki|shikkari|betabeta|morimori3|hisohiso|dokidoki|gojagoja|kebakeba|gayagaya|kachikachi|kankan2|nikoniko-nomosaic|kankan|berabera|morimori2|harahara|kankan3|gizagiza|korokoro2|bukubuku
4,11,trial,kankan2,ANGRY|FURIOUS|MAD,honnori|chirahora|berabera2|mojimoji|sekaseka|boroboro|hokahoka|ujauja|sansan|wanwan|buruburu|kunekune|kirakira|gojagoja2|hiyahiya|debudebu|bukubuku2|wakuwaku|nurunuru|korokoro|morimori|gokugoku|fuwafuwa|ukiuki|shikkari|betabeta|morimori3|hisohiso|dokidoki|gojagoja|kebakeba|gayagaya|kachikachi|chikuchiku|nikoniko-nomosaic|kankan|berabera|morimori2|harahara|kankan3|gizagiza|korokoro2|bukubuku
5,1,practice,honnori,WAFTING,chirahora|berabera2|mojimoji|sekaseka|boroboro|hokahoka|ujauja|sansan|wanwan|buruburu|kunekune|kirakira|gojagoja2|hiyahiya|debudebu|bukubuku2|wakuwaku|nurunuru|korokoro|morimori|gokugoku|fuwafuwa|ukiuki|shikkari|betabeta|morimori3|hisohiso|dokidoki|gojagoja|kebakeba|gayagaya|kachikachi|chikuchiku|kankan2|nikoniko-nomosaic|kankan|berabera|morimori2|harahara|kankan3|gizagiza|korokoro2|bukubuku
5,2,practice,chirahora,SKATTERED,honnori|berabera2|mojimoji|sekaseka|boroboro|hokahoka|ujauja|sansan|wanwan|buruburu|kunekune|kirakira|gojagoja2|hiyahiya|debudebu|bukubuku2|wakuwaku|nurunuru|korokoro|morimori|gokugoku|fuwafuwa|ukiuki|shikkari|betabeta|morimori3|hisohiso|dokidoki|gojagoja|kebakeba|gayagaya|kachikachi|chikuchiku|kankan2|nikoniko-nomosaic|kankan|berabera|morimori2|harahara|kankan3|gizagiza|korokoro2|bukubuku
5,3,trial,nikoniko-nomosaic,SMILING|BEAMING|GRINNING,honnori|chirahora|berabera2|mojimoji|sekaseka|boroboro|hokahoka|ujauja|sansan|wanwan|buruburu|kunekune|kirakira|gojagoja2|hiyahiya|debudebu|bukubuku2|wakuwaku|nurunuru|korokoro|morimori|gokugoku|fuwafuwa|ukiuki|shikkari|betabeta|morimori3|hisohiso|dokidoki|gojagoja|kebakeba|gayagaya|kachikachi|chikuchiku|kankan2|kankan|berabera|morimori2|harahara|kankan3|gizagiza|korokoro2|bukubuku
5,4,trial,kankan,BLAZING|BRIGHT|DAZZLING,honnori|chirahora|berabera2|mojimoji|sekaseka|boroboro|hokahoka|ujauja|wanwan|buruburu|kunekune|kirakira|gojagoja2|hiyahiya|debudebu|bukubuku2|wakuwaku|nurunuru|korokoro|morimori|gokugoku|fuwafuwa|ukiuki|shikkari|betabeta|morimori3|hisohiso|dokidoki|gojagoja|kebakeba|gayagaya|kachikachi|chikuchiku|kankan2|nikoniko-nomosaic|berabera|morimori2|harahara|kankan3|gizagiza|korokoro2|bukubuku
5,5,trial,berabera,BLABBING ON |PRATTLING ON|CHATTERING,honnori|chirahora|berabera2|mojimoji|sekaseka|boroboro|hokahoka|ujauja|sansan|wanwan|buruburu|kunekune|kirakira|gojagoja2|hiyahiya|debudebu|bukubuku2|wakuwaku|nurunuru|korokoro|morimori|gokugoku|fuwafuwa|ukiuki|shikkari|betabeta|morimori3|hisohiso|dokidoki|gojagoja|kebakeba|gayagaya|kachikachi|chikuchiku|kankan2|nikoniko-nomosaic|kankan|morimori2|harahara|kankan3|gizagiza|korokoro2|bukubuku
5,6,trial,morimori2,GOBBLING|GORGING (ON FOOD)|PIGGING OUT,honnori|chirahora|berabera2|mojimoji|sekaseka|boroboro|hokahoka|ujauja|sansan|wanwan|buruburu|kunekune|kirakira|gojagoja2|hiyahiya|debudebu|bukubuku2|wakuwaku|nurunuru|korokoro|morimori|gokugoku|fuwafuwa|ukiuki|shikkari|betabeta|morimori3|hisohiso|dokidoki|gojagoja|kebakeba|gayagaya|kachikachi|chikuchiku|kankan2|nikoniko-nomosaic|kankan|berabera|harahara|kankan3|gizagiza|korokoro2|bukubuku
5,7,trial,harahara,FLUTTERING|DRIFTING|SINKING,honnori|chirahora|berabera2|mojimoji|sekaseka|boroboro|hokahoka|ujauja|sansan|wanwan|buruburu|kunekune|kirakira|gojagoja2|hiyahiya|debudebu|bukubuku2|wakuwaku|nurunuru|korokoro|morimori|gokugoku|fuwafuwa|ukiuki|shikkari|betabeta|morimori3|hisohiso|dokidoki|gojagoja|kebakeba|gayagaya|kachikachi|chikuchiku|kankan2|nikoniko-nomosaic|kankan|berabera|morimori2|kankan3|gizagiza|korokoro2|bukubuku
