experiment,trial,item_type,form,meaning,foils
8,9,trial,dokidoki,POUNDING (E.G. HEADACHE)|THROBBING (E.G. HEADACHE),wena|yeza|hera
8,10,trial,kaku,SCRATCH,nuni|zuzi|ruri
8,11,trial,kaii,ITCHING|PRICKLING,nua|zua|rua
8,12,trial,kara,EMPTY,nuhu|zukyu|ruku
8,13,trial,omosyaiN,GLAD|HAPPY,etyeruaQ|esenuaQ|esyemuaQ
8,14,control,katai,HARD,nuhua|zuwua|ruyua
8,15,control,pyoNpyoN,BOUNCING|HOPPING,neQ|zeQ|reQ
8,16,control,hisohiso,WHISPERING,nake|dzame|zyage
9,1,practice,yoroyoro,WOBBLING,tehe|tyekye|tseke
9,2,practice,fuwafuwa,FLUFFY,rizyu|gityu|nitsu
9,3,trial,sukoi,CUNNING|SLY|SNEAKY,kinea|mizea|girea
9,4,trial,zuruNzuruN,SLIMY|GOOEY,gihiQ|kyikyiQ|kikiQ
9,5,trial,kiree,CLEAN|TIDY,naho|zakyo|rako
9,6,trial,syikusyiku,CRAMPING (E.G. IN STOMACH)|SPASMING (E.G. IN STOMACH),rani|nazi|mari
9,7,trial,saQpari,CLEAN|TIDY,kusyuha|muwukya|guyuka
9,8,trial,koQsui,CUNNING|SLY|SNEAKY,nekia|zemia|regia
9,9,trial,sui,SOUR|ACIDIC,kia|mia|gia
9,10,trial,yogoreru,WET|SOGGY|DAMP,terehohi|tyesekyokyi|tsetyekoki
9,11,trial,utsukusyi,CLEAN|TIDY,ihinira|iwizina|iyirima
9,12,trial,mizukusai,BLAND (TASTE)|TASTELESS|WATERY (TASTE),tyaginikua|sakyizimua|syakirigua
9,13,trial,mabaii,GLARING (LIGHT)|BLINDING (LIGHT),tyutyua|suhua|syusyua
9,14,control,katai,HARD,nuhua|zuwua|ruyua
9,15,control,pyoNpyoN,BOUNCING|HOPPING,neQ|zeQ|reQ
9,16,control,hisohiso,WHISPERING,nake|dzame|zyage
10,1,practice,yoroyoro,WOBBLING,tehe|tyekye|tseke
10,2,practice,fuwafuwa,FLUFFY,rizyu|gityu|nitsu
10,3,trial,hirihiri,PRICKLING|TINGLING,naha|dzakya|zyaka
10,4,trial,kutyii,STUFFED (FROM EATING TOO MUCH)|FULL (FROM EATING),niwa|ziya|riga
10,5,trial,netyanetya,STICKY|GOOEY,syowu|koyu|hogu
10,6,trial,keQko,CLEAN|TIDY,none|zoze|rore
10,7,trial,hieQda,COLD|CHILLY,naowu|dzaoyu|zyaohu
10,8,trial,izyiizyi,ANNOYED|IMPATIENT,ama|awa|aha
10,9,trial,nebutai,SLEEPY|DROWSY,syotyihua|kohiwua|hosyiyua
10,10,trial,tairana,FLAT|SMOOTH,huahusyu|wuakyuku|yuakuhu
10,11,trial,kaii,PRICKLING|TINGLING,nua|zua|rua
10,12,trial,amai,BLAND (TASTE)|TASTELESS|WATERY (TASTE),utyua|usua|usyua
10,13,trial,kamu,CHEW,nutyi|zusi|rusyi
10,14,control,katai,HARD,nuhua|zuwua|ruyua
10,15,control,pyoNpyoN,BOUNCING|HOPPING,neQ|zeQ|reQ
10,16,control,hisohiso,WHISPERING,nake|dzame|zyage
11,1,practice,yoroyoro,WOBBLING,tehe|tyekye|tseke
11,2,practice,fuwafuwa,FLUFFY,rizyu|gityu|nitsu
11,3,trial,guQtari,EXHAUSTED|TIRED|WEARY,rihuha|siwukya|tyiyuka
11,4,trial,aQtakee,WARM,uhuno|uwuzo|uyuro
11,5,trial,hirihiri,THROBBING|PULSATING,naha|dzakya|zyaka
11,6,trial,kurai,DARK|DIM,nihua|zikyua|rikua
11,7,trial,nurunuru,SLIMY|SLIPPERY|SLICK,syihi|kikyi|hiki
11,8,trial,bisyobisyo,WET|SOGGY|DAMP,tyare|hane|syame
11,9,trial,naGai,LONG,syurua|kusua|hutyua
11,10,trial,futoi,ROUGH|GRITTY|COARSE,rihea|giwea|niyea
11,11,trial,notaru,CRAWL|CREEP,syehuhi|kewukyi|heyuki
11,12,trial,kosobai,TICKLING,neketyua|zemehua|regesyua
11,13,trial,hizurasyii,GLARING (LIGHT)|BLINDING (LIGHT),nagihura|dzakyikyuna|zyakikuma
11,14,control,katai,HARD,nuhua|zuwua|ruyua
11,15,control,pyoNpyoN,BOUNCING|HOPPING,neQ|zeQ|reQ
11,16,control,hisohiso,WHISPERING,nake|dzame|zyage
12,1,practice,yoroyoro,WOBBLING,tehe|tyekye|tseke
12,2,practice,fuwafuwa,FLUFFY,rizyu|gityu|nitsu
12,3,trial,pokapoka,WARM,syenu|wezu|yeru
12,4,trial,zyimezyime,HUMID|MUGGY,matyo|waso|hasyo
12,5,trial,syiNdo,EXHAUSTED|TIRED|WEARY,raQwe|naQye|maQhe
12,6,trial,zyitozyito,HUMID|MUGGY,mahe|wawe|haye
12,7,trial,nigai,BITTER|ACRID,syarua|kasua|hatyua
12,8,trial,paNpaN,STUFFED (FROM EATING TOO MUCH)|FULL (FROM EATING),syuQ|wuQ|yuQ
12,9,trial,syibityoo,COLD|CHILLY,ratyawe|nahaye|masyage
12,10,trial,syiNdoi,SLUGGISH|LETHARGIC,raQwea|naQyea|maQhea
12,11,trial,kusuguQtee,TICKLING,nikiriho|zimisiwo|rigityiyo
12,12,trial,akaanakaQta,DARK|DIM,unusyunuhu|uzukuzuwu|uruhuruyu
12,13,trial,koenee,EXHAUSTED|TIRED|WEARY,neosyo|zeoko|reoho
12,14,control,katai,HARD,nuhua|zuwua|ruyua
12,15,control,pyoNpyoN,BOUNCING|HOPPING,neQ|zeQ|reQ
12,16,control,hisohiso,WHISPERING,nake|dzame|zyage
13,1,practice,yoroyoro,WOBBLING,tehe|tyekye|tseke
13,2,practice,fuwafuwa,FLUFFY,rizyu|gityu|nitsu
13,3,trial,saQpari,CLEAR|REFRESHED,kusyuha|muwukya|guyuka
13,4,trial,semai,CRAMPED|TIGHT,kotyua|mosua|gosyua
13,5,trial,yagurasyika,LOUD|NOISY,turihuranu|tyusikyunazu|tsutyikumaru
13,6,trial,naNgii,SLUGGISH|LETHARGIC,syuQra|kuQsa|huQtya
13,7,trial,nigai,ACRID (TASTE)|BITTER (TASTE),syarua|kasua|hatyua
13,8,trial,neranera,STICKY|GOOEY,syohu|kokyu|hoku
13,9,trial,piNpiN,LIVELY|ENERGETIC,syaQ|waQ|yaQ
13,10,trial,hiroi,SPACIOUS|WIDE,nahea|dzakyea|zyakea
13,11,trial,mawaru,ROLL|SPIN,tyuzyuhi|sutyukyi|syutsuki
13,12,trial,kosui,CUNNING|SLY|SNEAKY,nekia|zemia|regia
13,13,trial,kukuru,BIND|TIGHTEN,ninihi|zizikyi|ririki
13,14,control,katai,HARD,nuhua|zuwua|ruyua
13,15,control,pyoNpyoN,BOUNCING|HOPPING,neQ|zeQ|reQ
13,16,control,hisohiso,WHISPERING,nake|dzame|zyage
14,1,practice,yoroyoro,WOBBLING,tehe|tyekye|tseke
14,2,practice,fuwafuwa,FLUFFY,rizyu|gityu|nitsu
14,3,trial,zawazawa,(SPINE) TINGLING| SHIVERS (DOWN YOUR SPINE),guzyu|kyutyu|kutsu
14,4,trial,zuuzuusyii,RUDE|ARROGANT|BRAZEN,gigira|kyikyina|kikima
14,5,trial,zurui,CUNNING|SLY|SNEAKY,gihia|kyikyia|kikia
14,6,trial,tyikutyiku,ITCHING|PRICKLING,wani|yazi|gari
14,7,trial,zaQkuzaQku,ROUGH|GRITTY|COARSE,guni|kyuzi|kuri
14,8,trial,iQpai,FULL (TO THE BRIM)|FULL (TO BURSTING),asyua|awua|ayua
14,9,trial,kitsuka,SLUGGISH|LETHARGIC,nahinu|zawizu|rayiru
14,10,trial,nomeQkoi,SLIPPERY|SMOOTH,syetyonea|kesozea|hesyorea
14,11,trial,ezui,SCARY|FRIGHTENING,ogia|okyia|okia
14,12,trial,otorosyii,SCARY|FRIGHTENING,ehehera|ewekyena|eyekema
14,13,control,katai,HARD,nuhua|zuwua|ruyua
14,14,control,pyoNpyoN,BOUNCING|HOPPING,neQ|zeQ|reQ
14,15,control,hisohiso,WHISPERING,nake|dzame|zyage
15,1,practice,yoroyoro,WOBBLING,tehe|tyekye|tseke
15,2,practice,fuwafuwa,FLUFFY,rizyu|gityu|nitsu
15,3,trial,hiyaQkoi,COOL|FRESH,natunea|dzatyuzea|zyatsurea
15,4,trial,syibasyiba,"STINGING (PAIN, E.G. IN EYES)|BURNING (PAIN, E.G. IN EYES)",ratyu|nahu|masyu
15,5,trial,iraira,PRICKLING|TINGLING,ahu|akyu|aku
15,6,trial,nebaneba,SLIMY|SLIPPERY|SLICK,syotyu|kohu|hosyu
15,7,trial,syiiN,QUIET,raQ|naQ|maQ
15,8,trial,betabeta,STICKY|GOOEY,tyohu|howu|syoyu
15,9,trial,kanasyii,SAD|GLUM,nusyura|zukuna|ruhuma
15,10,trial,herakoi,CUNNING|SLY|SNEAKY,nohunea|dzokyuzea|zyokurea
15,11,trial,maNpuku,STUFFED (FROM EATING TOO MUCH)|FULL (FROM EATING),tyuQsyini|suQwizi|syuQyiri
15,12,trial,omotai,FUZZY|BLURRY|HAZY,etyehua|esewua|esyeyua
15,13,control,katai,HARD,nuhua|zuwua|ruyua
15,14,control,pyoNpyoN,BOUNCING|HOPPING,neQ|zeQ|reQ
15,15,control,hisohiso,WHISPERING,nake|dzame|zyage
16,1,practice,yoroyoro,WOBBLING,tehe|tyekye|tseke
16,2,practice,fuwafuwa,FLUFFY,rizyu|gityu|nitsu
16,3,trial,zarazara,ROUGH|GRITTY|COARSE,guhu|kyukyu|kuku
16,4,trial,toNtoN,POUNDING (E.G. HEADACHE)|THROBBING (E.G. HEADACHE),heQ|weQ|yeQ
16,5,trial,zyikazyika,"STINGING (PAIN, E.G. IN EYES)|BURNING (PAIN, E.G. IN EYES)",manu|wazu|haru
16,6,trial,iraira,ANNOYED|IMPATIENT,ahu|akyu|aku
16,7,trial,futoi,THICK|FAT,rihea|giwea|niyea
16,8,trial,dzugedzuge,RUDE|ARROGANT|BRAZEN,wiro|yiso|hityo
16,9,trial,modokasyii,ANNOYED|IMPATIENT,tyewenura|seyezuna|syeheruma
16,10,trial,kowai,EXHAUSTED|TIRED|WEARY,nezyua|zetyua|retsua
16,11,trial,syitsukoi,OILY/HEAVY (FOOD),rahinea|nawizea|mayirea
16,12,trial,matsupoi,GLARING (LIGHT)|BLINDING (LIGHT),tyuhisyea|suwiwea|syuyiyea
16,13,control,katai,HARD,nuhua|zuwua|ruyua
16,14,control,pyoNpyoN,BOUNCING|HOPPING,neQ|zeQ|reQ
16,15,control,hisohiso,WHISPERING,nake|dzame|zyage
17,1,practice,yoroyoro,WOBBLING,tehe|tyekye|tseke
17,2,practice,fuwafuwa,FLUFFY,rizyu|gityu|nitsu
17,3,trial,nebaneba,SLIMY|GOOEY,syotyu|kohu|hosyu
17,4,trial,noroi,SLOW,syehea|kekyea|hekea
17,5,trial,zyitozyito,WET|SOGGY|DAMP,mahe|wawe|haye
17,6,trial,zuNzuN,THROBBING|PULSATING,giQ|kyiQ|kiQ
17,7,trial,kitsui,TIGHT|PINCHING,nahia|zawia|rayia
17,8,trial,nurui,LUKEWARM,syihia|kikyia|hikia
17,9,trial,geNki,LIVELY|ENERGETIC,roQna|soQza|tyoQra
17,10,trial,nobude,RUDE|ARROGANT|BRAZEN,syetyiwo|kehiyo|hesyiho
17,11,trial,kyootee,SCARY|FRIGHTENING,neho|zewo|reyo
17,12,trial,sabaku,TEAR|RIP,kutyuni|muhuzi|gusyuri
17,13,control,katai,HARD,nuhua|zuwua|ruyua
17,14,control,pyoNpyoN,BOUNCING|HOPPING,neQ|zeQ|reQ
17,15,control,hisohiso,WHISPERING,nake|dzame|zyage
18,1,practice,yoroyoro,WOBBLING,tehe|tyekye|tseke
18,2,practice,fuwafuwa,FLUFFY,rizyu|gityu|nitsu
18,3,trial,kapokapo,SLOSHING|SPLASHING,nusye|zuwe|ruye
18,4,trial,dayai,EXHAUSTED|TIRED|WEARY,wutua|yutyua|hutsua
18,5,trial,samisyii,SAD|GLUM,kutyara|musana|gusyama
18,6,trial,tyikutyiku,CRAMPING (E.G. IN STOMACH)|SPASMING (E.G. IN STOMACH),wani|yazi|gari
18,7,trial,mabusyii,GLARING (LIGHT)|BLINDING (LIGHT)|DAZZLING,tyutyira|suhina|syusyima
18,8,trial,zomizomi,(SPINE) TINGLING| SHIVERS (DOWN YOUR SPINE),getya|kyesa|kesya
18,9,trial,kitanai,CUNNING|SLY|SNEAKY,nahusyua|zawukua|rayuhua
18,10,trial,sukosyi,A LITTLE|SLIGHTLY,kinera|mizena|girema
18,11,trial,hiratai,FLAT|SMOOTH,nahuhua|dzakyuwua|zyakuyua
18,12,control,katai,HARD,nuhua|zuwua|ruyua
18,13,control,pyoNpyoN,BOUNCING|HOPPING,neQ|zeQ|reQ
18,14,control,hisohiso,WHISPERING,nake|dzame|zyage
19,1,practice,yoroyoro,WOBBLING,tehe|tyekye|tseke
19,2,practice,fuwafuwa,FLUFFY,rizyu|gityu|nitsu
19,3,trial,syoQpee,SALTY|BRINY (TASTE),resyo|newo|meyo
19,4,trial,taputapu,SLOSHING|SPLASHING,husyi|wuwi|yuyi
19,5,trial,guNnari,EXHAUSTED|TIRED|WEARY,riQsyuha|siQkukya|tyiQhuka
19,6,trial,niyaniya,CRAMPING (E.G. IN STOMACH)|SPASMING (E.G. IN STOMACH),syatu|katyu|hatsu
19,7,trial,kyuukutsuka,TIGHT|PINCHING,ninihinu|ziziwizu|ririyiru
19,8,trial,zyasyizyasyi,ROUGH|GRITTY|COARSE,mura|wuna|huma
19,9,trial,aburaQkoi,OILY/HEAVY (FOOD),utyihunea|uhikyuzea|usyikurea
19,10,trial,mameda,LIVELY|ENERGETIC,tyutyowu|susoyu|syusyohu
19,11,trial,doNkusai,SLOW,weQnikua|yeQzimua|heQrigua
19,12,control,katai,HARD,nuhua|zuwua|ruyua
19,13,control,pyoNpyoN,BOUNCING|HOPPING,neQ|zeQ|reQ
19,14,control,hisohiso,WHISPERING,nake|dzame|zyage
20,1,practice,yoroyoro,WOBBLING,tehe|tyekye|tseke
20,2,practice,fuwafuwa,FLUFFY,rizyu|gityu|nitsu
20,3,trial,hetoheto,EXHAUSTED|TIRED|WEARY,nohe|dzowe|zyoye
20,4,trial,nurunuru,SLIMY|SLIPPERY|SLICK,syihi|kikyi|hiki
20,5,trial,syaQkoi,COLD|CHILLY,runea|nuzea|murea
20,6,trial,syakiQ,LIVELY|ENERGETIC,runaN|nuzaN|muraN
20,7,trial,zuQkoi,CUNNING|SLY|SNEAKY,ginea|kyizea|kirea
20,8,trial,syikasyika,ITCHING|PRICKLING,ranu|nazu|maru
20,9,trial,komaNka,TIGHT|PINCHING,netyuQnu|zesuQzu|resyuQru
20,10,trial,koragu,DRY|PARCHED,nehuri|zekyusi|rekutyi
20,11,trial,syetsu,EXHAUSTED|TIRED|WEARY,rohi|nowi|moyi
20,12,control,katai,HARD,nuhua|zuwua|ruyua
20,13,control,pyoNpyoN,BOUNCING|HOPPING,neQ|zeQ|reQ
20,14,control,hisohiso,WHISPERING,nake|dzame|zyage
21,1,practice,yoroyoro,WOBBLING,tehe|tyekye|tseke
21,2,practice,fuwafuwa,FLUFFY,rizyu|gityu|nitsu
21,3,trial,pityipityi,TIGHT|PINCHING,syawa|waya|yaga
21,4,trial,kityii,TIGHT|PINCHING,nawa|zaya|raga
21,5,trial,netyinetyi,CLINGY,syowa|koya|hoga
21,6,trial,kudoi,OILY/HEAVY (FOOD),niwea|ziyea|rihea
21,7,trial,dotsuku,RAP (AT THE DOOR)|KNOCK (AT THE DOOR),wehini|yewizi|heyiri
21,8,trial,syibareru,COLD|CHILLY,ratyuhohi|nahukyokyi|masyukoki
21,9,trial,yabuku,TEAR|RIP,tutyini|tyuhizi|tsusyiri
21,10,trial,ibii,SMOKY,atya|aha|asya
21,11,trial,bisyoQtanee,SCRUFFY|TATTY|RAGGEDY,tyarehusyo|hanewuko|syameyuho
21,12,control,katai,HARD,nuhua|zuwua|ruyua
21,13,control,pyoNpyoN,BOUNCING|HOPPING,neQ|zeQ|reQ
21,14,control,hisohiso,WHISPERING,nake|dzame|zyage
22,1,practice,yoroyoro,WOBBLING,tehe|tyekye|tseke
22,2,practice,fuwafuwa,FLUFFY,rizyu|gityu|nitsu
22,3,trial,zoNzoN,(SPINE) TINGLING| SHIVERS (DOWN YOUR SPINE),geQ|kyeQ|keQ
22,4,trial,osoi,SLOW,ekea|emea|egea
22,5,trial,mukamuka,ANNOYED|IMPATIENT,tyinu|sizu|syiru
22,6,trial,syizukaya,QUIET,raginutu|nakyizutyu|makirutsu
22,7,trial,dayai,SLUGGISH|LETHARGIC,wutua|yutyua|hutsua
22,8,trial,tyoQto,A LITTLE|SLIGHTLY,wehe|yewe|geye
22,9,trial,nigiyaka,LOUD|NOISY,syaratunu|kasatyuzu|hatyatsuru
22,10,trial,iteru,FREEZE,ahohi|awokyi|ayoki
22,11,trial,kawaku,DRY|PARCHED,nuzyuni|zutyuzi|rutsuri
22,12,control,katai,HARD,nuhua|zuwua|ruyua
22,13,control,pyoNpyoN,BOUNCING|HOPPING,neQ|zeQ|reQ
22,14,control,hisohiso,WHISPERING,nake|dzame|zyage
23,1,practice,yoroyoro,WOBBLING,tehe|tyekye|tseke
23,2,practice,fuwafuwa,FLUFFY,rizyu|gityu|nitsu
23,3,trial,kowa,SCARY|FRIGHTENING,nezyu|zetyu|retsu
23,4,trial,zukizuki,POUNDING (E.G. HEADACHE)|THROBBING (E.G. HEADACHE),gina|kyiza|kira
23,5,trial,yawakoi,SOFT|SQUISHY,tuzyunea|tyutyuzea|tsutsurea
23,6,trial,iraira,SCRATCHY,ahu|akyu|aku
23,7,trial,yarakai,SOFT|SQUISHY,tuhunua|tyukyuzua|tsukurua
23,8,trial,yaQkoi,SOFT|SQUISHY,tunea|tyuzea|tsurea
23,9,trial,hiru,DRY|PARCHED,nahi|dzakyi|zyaki
23,10,trial,tsumetee,COLD|CHILLY,hityoho|wisowo|yisyoyo
23,11,trial,hidoroQko,GLARING (LIGHT)|BLINDING (LIGHT),nawehene|dzayekyeze|zyahekere
23,12,control,katai,HARD,nuhua|zuwua|ruyua
23,13,control,pyoNpyoN,BOUNCING|HOPPING,neQ|zeQ|reQ
23,14,control,hisohiso,WHISPERING,nake|dzame|zyage
