experiment,trial,item_type,form,meaning,foils
2,2,practice,chirahora,SKATTERED,honnori|nurunuru|berabera|bukubuku|ujauja|morimori|hokahoka|bukubuku2|buruburu|morimori3|ukiuki|wakuwaku|kankan2|boroboro|korokoro|chikuchiku|fuwafuwa|sansan|kunekune|wanwan|gojagoja2|sekaseka|debudebu|berabera2|gizagiza|betabeta|nikoniko-nomosaic|kirakira|gojagoja|kankan|kebakeba|shikkari|mojimoji|kankan3|dokidoki|gayagaya|kachikachi|morimori2|harahara|hiyahiya|gokugoku|korokoro2|hisohiso
2,3,trial,morimori3,LUMPY|IN A MOUND|PILED UP,honnori|chirahora|nurunuru|berabera|bukubuku|ujauja|morimori|hokahoka|bukubuku2|buruburu|ukiuki|wakuwaku|kankan2|boroboro|korokoro|chikuchiku|fuwafuwa|sansan|kunekune|wanwan|gojagoja2|sekaseka|debudebu|berabera2|gizagiza|betabeta|nikoniko-nomosaic|kirakira|gojagoja|kankan|kebakeba|shikkari|mojimoji|kankan3|dokidoki|gayagaya|kachikachi|morimori2|harahara|hiyahiya|gokugoku|korokoro2|hisohiso
2,4,trial,ukiuki,EXCITED|CHEERFUL|UPBEAT,honnori|chirahora|nurunuru|berabera|bukubuku|ujauja|morimori|hokahoka|bukubuku2|buruburu|morimori3|wakuwaku|kankan2|boroboro|korokoro|chikuchiku|fuwafuwa|sansan|kunekune|wanwan|gojagoja2|sekaseka|debudebu|berabera2|gizagiza|betabeta|nikoniko-nomosaic|kirakira|gojagoja|kankan|kebakeba|shikkari|mojimoji|kankan3|dokidoki|gayagaya|kachikachi|morimori2|harahara|hiyahiya|gokugoku|korokoro2|hisohiso
2,5,trial,wakuwaku,EXCITED|CHEERFUL|UPBEAT,honnori|chirahora|nurunuru|berabera|bukubuku|ujauja|morimori|hokahoka|bukubuku2|buruburu|morimori3|ukiuki|kankan2|boroboro|korokoro|chikuchiku|fuwafuwa|sansan|kunekune|wanwan|gojagoja2|sekaseka|debudebu|berabera2|gizagiza|betabeta|nikoniko-nomosaic|kirakira|gojagoja|kankan|kebakeba|shikkari|mojimoji|kankan3|dokidoki|gayagaya|kachikachi|morimori2|harahara|hiyahiya|gokugoku|korokoro2|hisohiso
2,6,trial,kankan2,ANGRY|FURIOUS|MAD,honnori|chirahora|nurunuru|berabera|bukubuku|ujauja|morimori|hokahoka|bukubuku2|buruburu|morimori3|ukiuki|wakuwaku|boroboro|korokoro|chikuchiku|fuwafuwa|sansan|kunekune|wanwan|gojagoja2|sekaseka|debudebu|berabera2|gizagiza|betabeta|nikoniko-nomosaic|kirakira|gojagoja|kankan|kebakeba|shikkari|mojimoji|kankan3|dokidoki|gayagaya|kachikachi|morimori2|harahara|hiyahiya|gokugoku|korokoro2|hisohiso
2,7,trial,boroboro,SLOPPILY|CRUMBLING|MESSILY,honnori|chirahora|nurunuru|berabera|bukubuku|ujauja|morimori|hokahoka|bukubuku2|buruburu|morimori3|ukiuki|wakuwaku|kankan2|korokoro|chikuchiku|fuwafuwa|sansan|kunekune|wanwan|gojagoja2|sekaseka|debudebu|berabera2|gizagiza|betabeta|nikoniko-nomosaic|kirakira|gojagoja|kankan|kebakeba|shikkari|mojimoji|kankan3|dokidoki|gayagaya|kachikachi|morimori2|harahara|hiyahiya|gokugoku|korokoro2|hisohiso
2,8,trial,korokoro,ROLLING|TURNING|SPINNING,honnori|chirahora|nurunuru|berabera|bukubuku|ujauja|morimori|hokahoka|bukubuku2|buruburu|morimori3|ukiuki|wakuwaku|kankan2|boroboro|chikuchiku|fuwafuwa|sansan|kunekune|wanwan|gojagoja2|sekaseka|debudebu|berabera2|gizagiza|betabeta|nikoniko-nomosaic|kirakira|gojagoja|kankan|kebakeba|shikkari|mojimoji|kankan3|dokidoki|gayagaya|kachikachi|morimori2|harahara|hiyahiya|gokugoku|korokoro2|hisohiso
2,9,trial,chikuchiku,PRICKLING|STINGING|TINGLING,honnori|chirahora|nurunuru|berabera|bukubuku|ujauja|morimori|hokahoka|bukubuku2|buruburu|morimori3|ukiuki|wakuwaku|kankan2|boroboro|korokoro|fuwafuwa|sansan|kunekune|wanwan|gojagoja2|sekaseka|debudebu|berabera2|gizagiza|betabeta|nikoniko-nomosaic|kirakira|gojagoja|kankan|kebakeba|shikkari|mojimoji|kankan3|dokidoki|gayagaya|kachikachi|morimori2|harahara|hiyahiya|gokugoku|korokoro2|hisohiso
2,10,trial,fuwafuwa,FLUFFY|SPONGY|SOFT,honnori|chirahora|nurunuru|berabera|bukubuku|ujauja|morimori|hokahoka|bukubuku2|buruburu|morimori3|ukiuki|wakuwaku|kankan2|boroboro|korokoro|chikuchiku|sansan|kunekune|wanwan|gojagoja2|sekaseka|debudebu|berabera2|gizagiza|betabeta|nikoniko-nomosaic|kirakira|gojagoja|kankan|kebakeba|shikkari|mojimoji|kankan3|dokidoki|gayagaya|kachikachi|morimori2|harahara|hiyahiya|gokugoku|korokoro2|hisohiso
2,11,trial,sansan,BLAZING|BRIGHT|DAZZLING,honnori|chirahora|nurunuru|berabera|bukubuku|ujauja|morimori|hokahoka|bukubuku2|buruburu|morimori3|ukiuki|wakuwaku|kankan2|boroboro|korokoro|chikuchiku|fuwafuwa|kunekune|wanwan|gojagoja2|sekaseka|debudebu|berabera2|gizagiza|betabeta|nikoniko-nomosaic|kirakira|gojagoja|kebakeba|shikkari|mojimoji|kankan3|dokidoki|gayagaya|kachikachi|morimori2|harahara|hiyahiya|gokugoku|korokoro2|hisohiso
3,1,practice,honnori,WAFTING,chirahora|nurunuru|berabera|bukubuku|ujauja|morimori|hokahoka|bukubuku2|buruburu|morimori3|ukiuki|wakuwaku|kankan2|boroboro|korokoro|chikuchiku|fuwafuwa|sansan|kunekune|wanwan|gojagoja2|sekaseka|debudebu|berabera2|gizagiza|betabeta|nikoniko-nomosaic|kirakira|gojagoja|kankan|kebakeba|shikkari|mojimoji|kankan3|dokidoki|gayagaya|kachikachi|morimori2|harahara|hiyahiya|gokugoku|korokoro2|hisohiso
3,2,practice,chirahora,SKATTERED,honnori|nurunuru|berabera|bukubuku|ujauja|morimori|hokahoka|bukubuku2|buruburu|morimori3|ukiuki|wakuwaku|kankan2|boroboro|korokoro|chikuchiku|fuwafuwa|sansan|kunekune|wanwan|gojagoja2|sekaseka|debudebu|berabera2|gizagiza|betabeta|nikoniko-nomosaic|kirakira|gojagoja|kankan|kebakeba|shikkari|mojimoji|kankan3|dokidoki|gayagaya|kachikachi|morimori2|harahara|hiyahiya|gokugoku|korokoro2|hisohiso
3,3,trial,kunekune,WINDING|TWISTING|TWIRLING,honnori|chirahora|nurunuru|berabera|bukubuku|ujauja|morimori|hokahoka|bukubuku2|buruburu|morimori3|ukiuki|wakuwaku|kankan2|boroboro|korokoro|chikuchiku|fuwafuwa|sansan|wanwan|gojagoja2|sekaseka|debudebu|berabera2|gizagiza|betabeta|nikoniko-nomosaic|kirakira|gojagoja|kankan|kebakeba|shikkari|mojimoji|kankan3|dokidoki|gayagaya|kachikachi|morimori2|harahara|hiyahiya|gokugoku|korokoro2|hisohiso
3,4,trial,wanwan,CRYING|BAWLING|HOWLING,honnori|chirahora|nurunuru|berabera|bukubuku|ujauja|morimori|hokahoka|bukubuku2|buruburu|morimori3|ukiuki|wakuwaku|kankan2|boroboro|korokoro|chikuchiku|fuwafuwa|sansan|kunekune|gojagoja2|sekaseka|debudebu|berabera2|gizagiza|betabeta|nikoniko-nomosaic|kirakira|gojagoja|kankan|kebakeba|shikkari|mojimoji|kankan3|dokidoki|gayagaya|kachikachi|morimori2|harahara|hiyahiya|gokugoku|korokoro2|hisohiso
3,5,trial,gojagoja2,JUMBLED UP|MIXED UP|MUDDLED UP,honnori|chirahora|nurunuru|berabera|bukubuku|ujauja|morimori|hokahoka|bukubuku2|buruburu|morimori3|ukiuki|wakuwaku|kankan2|boroboro|korokoro|chikuchiku|fuwafuwa|sansan|kunekune|wanwan|sekaseka|debudebu|berabera2|gizagiza|betabeta|nikoniko-nomosaic|kirakira|kankan|kebakeba|shikkari|mojimoji|kankan3|dokidoki|gayagaya|kachikachi|morimori2|harahara|hiyahiya|gokugoku|korokoro2|hisohiso
3,6,trial,sekaseka,RUSHING|HURRIED|FLUSTERED,honnori|chirahora|nurunuru|berabera|bukubuku|ujauja|morimori|hokahoka|bukubuku2|buruburu|morimori3|ukiuki|wakuwaku|kankan2|boroboro|korokoro|chikuchiku|fuwafuwa|sansan|kunekune|wanwan|gojagoja2|debudebu|berabera2|gizagiza|betabeta|nikoniko-nomosaic|kirakira|gojagoja|kankan|kebakeba|shikkari|mojimoji|kankan3|dokidoki|gayagaya|kachikachi|morimori2|harahara|hiyahiya|gokugoku|korokoro2|hisohiso
3,7,trial,honnori,FAINTLY|SLIGHTLY|SUBTLY,chirahora|nurunuru|berabera|bukubuku|ujauja|morimori|hokahoka|bukubuku2|buruburu|morimori3|ukiuki|wakuwaku|kankan2|boroboro|korokoro|chikuchiku|fuwafuwa|sansan|kunekune|wanwan|gojagoja2|sekaseka|debudebu|berabera2|gizagiza|betabeta|nikoniko-nomosaic|kirakira|gojagoja|kankan|kebakeba|shikkari|mojimoji|kankan3|dokidoki|gayagaya|kachikachi|morimori2|harahara|hiyahiya|gokugoku|korokoro2|hisohiso
3,8,trial,debudebu,FAT|PUDGY|DUMPY,honnori|chirahora|nurunuru|berabera|ujauja|morimori|hokahoka|bukubuku2|buruburu|morimori3|ukiuki|wakuwaku|kankan2|boroboro|korokoro|chikuchiku|fuwafuwa|sansan|kunekune|wanwan|gojagoja2|sekaseka|berabera2|gizagiza|betabeta|nikoniko-nomosaic|kirakira|gojagoja|kankan|kebakeba|shikkari|mojimoji|kankan3|dokidoki|gayagaya|kachikachi|morimori2|harahara|hiyahiya|gokugoku|korokoro2|hisohiso
3,9,trial,berabera2,TEARING|SHREDDING|RIPPING,honnori|chirahora|nurunuru|berabera|bukubuku|ujauja|morimori|hokahoka|bukubuku2|buruburu|morimori3|ukiuki|wakuwaku|kankan2|boroboro|korokoro|chikuchiku|fuwafuwa|sansan|kunekune|wanwan|gojagoja2|sekaseka|debudebu|gizagiza|betabeta|nikoniko-nomosaic|kirakira|gojagoja|kankan|kebakeba|shikkari|mojimoji|kankan3|dokidoki|gayagaya|kachikachi|morimori2|harahara|hiyahiya|gokugoku|korokoro2|hisohiso
3,10,trial,gizagiza,ZIG-ZAG|JAGGED|SHARP EDGED,honnori|chirahora|nurunuru|berabera|bukubuku|ujauja|morimori|hokahoka|bukubuku2|buruburu|morimori3|ukiuki|wakuwaku|kankan2|boroboro|korokoro|chikuchiku|fuwafuwa|sansan|kunekune|wanwan|gojagoja2|sekaseka|debudebu|berabera2|betabeta|nikoniko-nomosaic|kirakira|gojagoja|kankan|kebakeba|shikkari|mojimoji|kankan3|dokidoki|gayagaya|kachikachi|morimori2|harahara|hiyahiya|gokugoku|korokoro2|hisohiso
3,11,trial,buruburu,SHAKING|TREMBLING|SHIVERING,honnori|chirahora|nurunuru|berabera|bukubuku|ujauja|morimori|hokahoka|bukubuku2|morimori3|ukiuki|wakuwaku|kankan2|boroboro|korokoro|chikuchiku|fuwafuwa|sansan|kunekune|wanwan|gojagoja2|sekaseka|debudebu|berabera2|gizagiza|betabeta|nikoniko-nomosaic|kirakira|gojagoja|kankan|kebakeba|shikkari|mojimoji|kankan3|dokidoki|gayagaya|kachikachi|morimori2|harahara|hiyahiya|gokugoku|korokoro2|hisohiso
4,1,practice,honnori,WAFTING,chirahora|nurunuru|berabera|bukubuku|ujauja|morimori|hokahoka|bukubuku2|buruburu|morimori3|ukiuki|wakuwaku|kankan2|boroboro|korokoro|chikuchiku|fuwafuwa|sansan|kunekune|wanwan|gojagoja2|sekaseka|debudebu|berabera2|gizagiza|betabeta|nikoniko-nomosaic|kirakira|gojagoja|kankan|kebakeba|shikkari|mojimoji|kankan3|dokidoki|gayagaya|kachikachi|morimori2|harahara|hiyahiya|gokugoku|korokoro2|hisohiso
4,2,practice,chirahora,SKATTERED,honnori|nurunuru|berabera|bukubuku|ujauja|morimori|hokahoka|bukubuku2|buruburu|morimori3|ukiuki|wakuwaku|kankan2|boroboro|korokoro|chikuchiku|fuwafuwa|sansan|kunekune|wanwan|gojagoja2|sekaseka|debudebu|berabera2|gizagiza|betabeta|nikoniko-nomosaic|kirakira|gojagoja|kankan|kebakeba|shikkari|mojimoji|kankan3|dokidoki|gayagaya|kachikachi|morimori2|harahara|hiyahiya|gokugoku|korokoro2|hisohiso
4,3,trial,betabeta,STICKY|GUMMY|GOOEY,honnori|chirahora|nurunuru|berabera|bukubuku|ujauja|morimori|hokahoka|bukubuku2|buruburu|morimori3|ukiuki|wakuwaku|kankan2|boroboro|korokoro|chikuchiku|fuwafuwa|sansan|kunekune|wanwan|gojagoja2|sekaseka|debudebu|berabera2|gizagiza|nikoniko-nomosaic|kirakira|gojagoja|kankan|kebakeba|shikkari|mojimoji|kankan3|dokidoki|gayagaya|kachikachi|morimori2|harahara|hiyahiya|gokugoku|korokoro2|hisohiso
4,4,trial,nikoniko-nomosaic,SMILING|BEAMING|GRINNING,honnori|chirahora|nurunuru|berabera|bukubuku|ujauja|morimori|hokahoka|bukubuku2|buruburu|morimori3|ukiuki|wakuwaku|kankan2|boroboro|korokoro|chikuchiku|fuwafuwa|sansan|kunekune|wanwan|gojagoja2|sekaseka|debudebu|berabera2|gizagiza|betabeta|kirakira|gojagoja|kankan|kebakeba|shikkari|mojimoji|kankan3|dokidoki|gayagaya|kachikachi|morimori2|harahara|hiyahiya|gokugoku|korokoro2|hisohiso
4,5,trial,kirakira,SPARKLING|GLITTERING|TWINKLING,honnori|chirahora|nurunuru|berabera|bukubuku|ujauja|morimori|hokahoka|bukubuku2|buruburu|morimori3|ukiuki|wakuwaku|kankan2|boroboro|korokoro|chikuchiku|fuwafuwa|sansan|kunekune|wanwan|gojagoja2|sekaseka|debudebu|berabera2|gizagiza|betabeta|nikoniko-nomosaic|gojagoja|kankan|kebakeba|shikkari|mojimoji|kankan3|dokidoki|gayagaya|kachikachi|morimori2|harahara|hiyahiya|gokugoku|korokoro2|hisohiso
4,6,trial,gojagoja,JUMBLED UP|MIXED UP|MUDDLED UP,honnori|chirahora|nurunuru|berabera|bukubuku|ujauja|morimori|hokahoka|bukubuku2|buruburu|morimori3|ukiuki|wakuwaku|kankan2|boroboro|korokoro|chikuchiku|fuwafuwa|sansan|kunekune|wanwan|sekaseka|debudebu|berabera2|gizagiza|betabeta|nikoniko-nomosaic|kirakira|kankan|kebakeba|shikkari|mojimoji|kankan3|dokidoki|gayagaya|kachikachi|morimori2|harahara|hiyahiya|gokugoku|korokoro2|hisohiso
4,7,trial,kankan,BLAZING|BRIGHT|DAZZLING,honnori|chirahora|nurunuru|berabera|bukubuku|ujauja|morimori|hokahoka|bukubuku2|buruburu|morimori3|ukiuki|wakuwaku|kankan2|boroboro|korokoro|chikuchiku|fuwafuwa|kunekune|wanwan|gojagoja2|sekaseka|debudebu|berabera2|gizagiza|betabeta|nikoniko-nomosaic|kirakira|gojagoja|kebakeba|shikkari|mojimoji|kankan3|dokidoki|gayagaya|kachikachi|morimori2|harahara|hiyahiya|gokugoku|korokoro2|hisohiso
4,8,trial,kebakeba,FUZZY|FRIZZY|FRAZZLED,honnori|chirahora|nurunuru|berabera|bukubuku|ujauja|morimori|hokahoka|bukubuku2|buruburu|morimori3|ukiuki|wakuwaku|kankan2|boroboro|korokoro|chikuchiku|fuwafuwa|sansan|kunekune|wanwan|gojagoja2|sekaseka|debudebu|berabera2|gizagiza|betabeta|nikoniko-nomosaic|kirakira|gojagoja|kankan|shikkari|mojimoji|kankan3|dokidoki|gayagaya|kachikachi|morimori2|harahara|hiyahiya|gokugoku|korokoro2|hisohiso
4,9,trial,shikkari,TIGHTLY|FIRMLY|SECURELY,honnori|chirahora|nurunuru|berabera|bukubuku|ujauja|morimori|hokahoka|bukubuku2|buruburu|morimori3|ukiuki|wakuwaku|kankan2|boroboro|korokoro|chikuchiku|fuwafuwa|sansan|kunekune|wanwan|gojagoja2|sekaseka|debudebu|berabera2|gizagiza|betabeta|nikoniko-nomosaic|kirakira|gojagoja|kankan|kebakeba|mojimoji|kankan3|dokidoki|gayagaya|kachikachi|morimori2|harahara|hiyahiya|gokugoku|korokoro2|hisohiso
4,10,trial,mojimoji,RESTLESS|FIDGETY|SQUIRMING,honnori|chirahora|nurunuru|berabera|bukubuku|ujauja|morimori|hokahoka|bukubuku2|buruburu|morimori3|ukiuki|wakuwaku|kankan2|boroboro|korokoro|chikuchiku|fuwafuwa|sansan|kunekune|wanwan|gojagoja2|sekaseka|debudebu|berabera2|gizagiza|betabeta|nikoniko-nomosaic|kirakira|gojagoja|kankan|kebakeba|shikkari|kankan3|dokidoki|gayagaya|kachikachi|morimori2|harahara|hiyahiya|gokugoku|korokoro2|hisohiso
4,11,trial,kankan3,CLANGING|CLAMORING|BANGING,honnori|chirahora|nurunuru|berabera|bukubuku|ujauja|morimori|hokahoka|bukubuku2|buruburu|morimori3|ukiuki|wakuwaku|kankan2|boroboro|korokoro|chikuchiku|fuwafuwa|sansan|kunekune|wanwan|gojagoja2|sekaseka|debudebu|berabera2|gizagiza|betabeta|nikoniko-nomosaic|kirakira|gojagoja|kankan|kebakeba|shikkari|mojimoji|dokidoki|gayagaya|kachikachi|morimori2|harahara|hiyahiya|gokugoku|korokoro2|hisohiso
5,1,practice,honnori,WAFTING,chirahora|nurunuru|berabera|bukubuku|ujauja|morimori|hokahoka|bukubuku2|buruburu|morimori3|ukiuki|wakuwaku|kankan2|boroboro|korokoro|chikuchiku|fuwafuwa|sansan|kunekune|wanwan|gojagoja2|sekaseka|debudebu|berabera2|gizagiza|betabeta|nikoniko-nomosaic|kirakira|gojagoja|kankan|kebakeba|shikkari|mojimoji|kankan3|dokidoki|gayagaya|kachikachi|morimori2|harahara|hiyahiya|gokugoku|korokoro2|hisohiso
5,2,practice,chirahora,SKATTERED,honnori|nurunuru|berabera|bukubuku|ujauja|morimori|hokahoka|bukubuku2|buruburu|morimori3|ukiuki|wakuwaku|kankan2|boroboro|korokoro|chikuchiku|fuwafuwa|sansan|kunekune|wanwan|gojagoja2|sekaseka|debudebu|berabera2|gizagiza|betabeta|nikoniko-nomosaic|kirakira|gojagoja|kankan|kebakeba|shikkari|mojimoji|kankan3|dokidoki|gayagaya|kachikachi|morimori2|harahara|hiyahiya|gokugoku|korokoro2|hisohiso
5,3,trial,dokidoki,ANXIOUS|AFRAID|NERVOUS,honnori|chirahora|nurunuru|berabera|bukubuku|ujauja|morimori|hokahoka|bukubuku2|buruburu|morimori3|ukiuki|wakuwaku|kankan2|boroboro|korokoro|chikuchiku|fuwafuwa|sansan|kunekune|wanwan|gojagoja2|sekaseka|debudebu|berabera2|gizagiza|betabeta|nikoniko-nomosaic|kirakira|gojagoja|kankan|kebakeba|shikkari|mojimoji|kankan3|gayagaya|kachikachi|morimori2|harahara|hiyahiya|gokugoku|korokoro2|hisohiso
5,4,trial,gayagaya,LOUD|HUBBUB|NOISY,honnori|chirahora|nurunuru|berabera|bukubuku|ujauja|morimori|hokahoka|bukubuku2|buruburu|morimori3|ukiuki|wakuwaku|kankan2|boroboro|korokoro|chikuchiku|fuwafuwa|sansan|kunekune|wanwan|gojagoja2|sekaseka|debudebu|berabera2|gizagiza|betabeta|nikoniko-nomosaic|kirakira|gojagoja|kankan|kebakeba|shikkari|mojimoji|kankan3|dokidoki|kachikachi|morimori2|harahara|hiyahiya|gokugoku|korokoro2|hisohiso
5,5,trial,kachikachi,HARD|SOLID|FIRM,honnori|chirahora|nurunuru|berabera|bukubuku|ujauja|morimori|hokahoka|bukubuku2|buruburu|morimori3|ukiuki|wakuwaku|kankan2|boroboro|korokoro|chikuchiku|fuwafuwa|sansan|kunekune|wanwan|gojagoja2|sekaseka|debudebu|berabera2|gizagiza|betabeta|nikoniko-nomosaic|kirakira|gojagoja|kankan|kebakeba|shikkari|mojimoji|kankan3|dokidoki|gayagaya|morimori2|harahara|hiyahiya|gokugoku|korokoro2|hisohiso
5,6,trial,morimori2,GOBBLING|GORGING (ON FOOD)|PIGGING OUT,honnori|chirahora|nurunuru|berabera|bukubuku|ujauja|morimori|hokahoka|bukubuku2|buruburu|morimori3|ukiuki|wakuwaku|kankan2|boroboro|korokoro|chikuchiku|fuwafuwa|sansan|kunekune|wanwan|gojagoja2|sekaseka|debudebu|berabera2|gizagiza|betabeta|nikoniko-nomosaic|kirakira|gojagoja|kankan|kebakeba|shikkari|mojimoji|kankan3|dokidoki|gayagaya|kachikachi|harahara|hiyahiya|gokugoku|korokoro2|hisohiso
5,7,trial,harahara,FLUTTERING|DRIFTING|SINKING,honnori|chirahora|nurunuru|berabera|bukubuku|ujauja|morimori|hokahoka|bukubuku2|buruburu|morimori3|ukiuki|wakuwaku|kankan2|boroboro|korokoro|chikuchiku|fuwafuwa|sansan|kunekune|wanwan|gojagoja2|sekaseka|debudebu|berabera2|gizagiza|betabeta|nikoniko-nomosaic|kirakira|gojagoja|kankan|kebakeba|shikkari|mojimoji|kankan3|dokidoki|gayagaya|kachikachi|morimori2|hiyahiya|gokugoku|korokoro2|hisohiso
