experiment,trial,item_type,form,meaning,foils
1,11,trial,kankan2,ANGRY|FURIOUS|MAD,honnori|chirahora|kachikachi|korokoro2|fuwafuwa|hiyahiya|wanwan|wakuwaku|morimori|ukiuki|nikoniko-nomosaic|gojagoja2|harahara|kankan3|gizagiza|nurunuru|korokoro|betabeta|ujauja|kankan|hokahoka|dokidoki|boroboro|shikkari|bukubuku|sansan|kebakeba|kirakira|sekaseka|morimori2|berabera2|bukubuku2|chikuchiku|gayagaya|gokugoku|hisohiso|berabera|buruburu|gojagoja|mojimoji|morimori3|debudebu|kunekune
2,1,practice,honnori,WAFTING,chirahora|kachikachi|korokoro2|fuwafuwa|hiyahiya|wanwan|wakuwaku|morimori|kankan2|ukiuki|nikoniko-nomosaic|gojagoja2|harahara|kankan3|gizagiza|nurunuru|korokoro|betabeta|ujauja|kankan|hokahoka|dokidoki|boroboro|shikkari|bukubuku|sansan|kebakeba|kirakira|sekaseka|morimori2|berabera2|bukubuku2|chikuchiku|gayagaya|gokugoku|hisohiso|berabera|buruburu|gojagoja|mojimoji|morimori3|debudebu|kunekune
2,2,practice,chirahora,SKATTERED,honnori|kachikachi|korokoro2|fuwafuwa|hiyahiya|wanwan|wakuwaku|morimori|kankan2|ukiuki|nikoniko-nomosaic|gojagoja2|harahara|kankan3|gizagiza|nurunuru|korokoro|betabeta|ujauja|kankan|hokahoka|dokidoki|boroboro|shikkari|bukubuku|sansan|kebakeba|kirakira|sekaseka|morimori2|berabera2|bukubuku2|chikuchiku|gayagaya|gokugoku|hisohiso|berabera|buruburu|gojagoja|mojimoji|morimori3|debudebu|kunekune
2,3,trial,ukiuki,EXCITED|CHEERFUL|UPBEAT,honnori|chirahora|kachikachi|korokoro2|fuwafuwa|hiyahiya|wanwan|wakuwaku|morimori|kankan2|nikoniko-nomosaic|gojagoja2|harahara|kankan3|gizagiza|nurunuru|korokoro|betabeta|ujauja|kankan|hokahoka|dokidoki|boroboro|shikkari|bukubuku|sansan|kebakeba|kirakira|sekaseka|morimori2|berabera2|bukubuku2|chikuchiku|gayagaya|gokugoku|hisohiso|berabera|buruburu|gojagoja|mojimoji|morimori3|debudebu|kunekune
2,4,trial,nikoniko-nomosaic,SMILING|BEAMING|GRINNING,honnori|chirahora|kachikachi|korokoro2|fuwafuwa|hiyahiya|wanwan|wakuwaku|morimori|kankan2|ukiuki|gojagoja2|harahara|kankan3|gizagiza|nurunuru|korokoro|betabeta|ujauja|kankan|hokahoka|dokidoki|boroboro|shikkari|bukubuku|sansan|kebakeba|kirakira|sekaseka|morimori2|berabera2|bukubuku2|chikuchiku|gayagaya|gokugoku|hisohiso|berabera|buruburu|gojagoja|mojimoji|morimori3|debudebu|kunekune
2,5,trial,gojagoja2,JUMBLED UP|MIXED UP|MUDDLED UP,honnori|chirahora|kachikachi|korokoro2|fuwafuwa|hiyahiya|wanwan|wakuwaku|morimori|kankan2|ukiuki|nikoniko-nomosaic|harahara|kankan3|gizagiza|nurunuru|korokoro|betabeta|ujauja|kankan|hokahoka|dokidoki|boroboro|shikkari|bukubuku|sansan|kebakeba|kirakira|sekaseka|morimori2|berabera2|bukubuku2|chikuchiku|gayagaya|gokugoku|hisohiso|berabera|buruburu|mojimoji|morimori3|debudebu|kunekune
2,6,trial,harahara,FLUTTERING|DRIFTING|SINKING,honnori|chirahora|kachikachi|korokoro2|fuwafuwa|hiyahiya|wanwan|wakuwaku|morimori|kankan2|ukiuki|nikoniko-nomosaic|gojagoja2|kankan3|gizagiza|nurunuru|korokoro|betabeta|ujauja|kankan|hokahoka|dokidoki|boroboro|shikkari|bukubuku|sansan|kebakeba|kirakira|sekaseka|morimori2|berabera2|bukubuku2|chikuchiku|gayagaya|gokugoku|hisohiso|berabera|buruburu|gojagoja|mojimoji|morimori3|debudebu|kunekune
2,7,trial,kankan3,CLANGING|CLAMORING|BANGING,honnori|chirahora|kachikachi|korokoro2|fuwafuwa|hiyahiya|wanwan|wakuwaku|morimori|kankan2|ukiuki|nikoniko-nomosaic|gojagoja2|harahara|gizagiza|nurunuru|korokoro|betabeta|ujauja|kankan|hokahoka|dokidoki|boroboro|shikkari|bukubuku|sansan|kebakeba|kirakira|sekaseka|morimori2|berabera2|bukubuku2|chikuchiku|gayagaya|gokugoku|hisohiso|berabera|buruburu|gojagoja|mojimoji|morimori3|debudebu|kunekune
2,8,trial,gizagiza,ZIG-ZAG|JAGGED|SHARP EDGED,honnori|chirahora|kachikachi|korokoro2|fuwafuwa|hiyahiya|wanwan|wakuwaku|morimori|kankan2|ukiuki|nikoniko-nomosaic|gojagoja2|harahara|kankan3|nurunuru|korokoro|betabeta|ujauja|kankan|hokahoka|dokidoki|boroboro|shikkari|bukubuku|sansan|kebakeba|kirakira|sekaseka|morimori2|berabera2|bukubuku2|chikuchiku|gayagaya|gokugoku|hisohiso|berabera|buruburu|gojagoja|mojimoji|morimori3|debudebu|kunekune
2,9,trial,nurunuru,SLIMY|SLIPPERY|GREASY,honnori|chirahora|kachikachi|korokoro2|fuwafuwa|hiyahiya|wanwan|wakuwaku|morimori|kankan2|ukiuki|nikoniko-nomosaic|gojagoja2|harahara|kankan3|gizagiza|korokoro|betabeta|ujauja|kankan|hokahoka|dokidoki|boroboro|shikkari|bukubuku|sansan|kebakeba|kirakira|sekaseka|morimori2|berabera2|bukubuku2|chikuchiku|gayagaya|gokugoku|hisohiso|berabera|buruburu|gojagoja|mojimoji|morimori3|debudebu|kunekune
2,10,trial,korokoro,ROLLING|TURNING|SPINNING,honnori|chirahora|kachikachi|korokoro2|fuwafuwa|hiyahiya|wanwan|wakuwaku|morimori|kankan2|ukiuki|nikoniko-nomosaic|gojagoja2|harahara|kankan3|gizagiza|nurunuru|betabeta|ujauja|kankan|hokahoka|dokidoki|boroboro|shikkari|bukubuku|sansan|kebakeba|kirakira|sekaseka|morimori2|berabera2|bukubuku2|chikuchiku|gayagaya|gokugoku|hisohiso|berabera|buruburu|gojagoja|mojimoji|morimori3|debudebu|kunekune
2,11,trial,betabeta,STICKY|GUMMY|GOOEY,honnori|chirahora|kachikachi|korokoro2|fuwafuwa|hiyahiya|wanwan|wakuwaku|morimori|kankan2|ukiuki|nikoniko-nomosaic|gojagoja2|harahara|kankan3|gizagiza|nurunuru|korokoro|ujauja|kankan|hokahoka|dokidoki|boroboro|shikkari|bukubuku|sansan|kebakeba|kirakira|sekaseka|morimori2|berabera2|bukubuku2|chikuchiku|gayagaya|gokugoku|hisohiso|berabera|buruburu|gojagoja|mojimoji|morimori3|debudebu|kunekune
3,1,practice,honnori,WAFTING,chirahora|kachikachi|korokoro2|fuwafuwa|hiyahiya|wanwan|wakuwaku|morimori|kankan2|ukiuki|nikoniko-nomosaic|gojagoja2|harahara|kankan3|gizagiza|nurunuru|korokoro|betabeta|ujauja|kankan|hokahoka|dokidoki|boroboro|shikkari|bukubuku|sansan|kebakeba|kirakira|sekaseka|morimori2|berabera2|bukubuku2|chikuchiku|gayagaya|gokugoku|hisohiso|berabera|buruburu|gojagoja|mojimoji|morimori3|debudebu|kunekune
3,2,practice,chirahora,SKATTERED,honnori|kachikachi|korokoro2|fuwafuwa|hiyahiya|wanwan|wakuwaku|morimori|kankan2|ukiuki|nikoniko-nomosaic|gojagoja2|harahara|kankan3|gizagiza|nurunuru|korokoro|betabeta|ujauja|kankan|hokahoka|dokidoki|boroboro|shikkari|bukubuku|sansan|kebakeba|kirakira|sekaseka|morimori2|berabera2|bukubuku2|chikuchiku|gayagaya|gokugoku|hisohiso|berabera|buruburu|gojagoja|mojimoji|morimori3|debudebu|kunekune
3,3,trial,ujauja,SQUIRMING|WRIGGLING|FIDGETY,honnori|chirahora|kachikachi|korokoro2|fuwafuwa|hiyahiya|wanwan|wakuwaku|morimori|kankan2|ukiuki|nikoniko-nomosaic|gojagoja2|harahara|kankan3|gizagiza|nurunuru|korokoro|betabeta|kankan|hokahoka|dokidoki|boroboro|shikkari|bukubuku|sansan|kebakeba|kirakira|sekaseka|morimori2|berabera2|bukubuku2|chikuchiku|gayagaya|gokugoku|hisohiso|berabera|buruburu|gojagoja|mojimoji|morimori3|debudebu|kunekune
3,4,trial,kankan,BLAZING|BRIGHT|DAZZLING,honnori|chirahora|kachikachi|korokoro2|fuwafuwa|hiyahiya|wanwan|wakuwaku|morimori|kankan2|ukiuki|nikoniko-nomosaic|gojagoja2|harahara|kankan3|gizagiza|nurunuru|korokoro|betabeta|ujauja|hokahoka|dokidoki|boroboro|shikkari|bukubuku|kebakeba|kirakira|sekaseka|morimori2|berabera2|bukubuku2|chikuchiku|gayagaya|gokugoku|hisohiso|berabera|buruburu|gojagoja|mojimoji|morimori3|debudebu|kunekune
3,5,trial,hokahoka,STEAMING HOT|PIPING HOT|SCALDING HOT,honnori|chirahora|kachikachi|korokoro2|fuwafuwa|hiyahiya|wanwan|wakuwaku|morimori|kankan2|ukiuki|nikoniko-nomosaic|gojagoja2|harahara|kankan3|gizagiza|nurunuru|korokoro|betabeta|ujauja|kankan|dokidoki|boroboro|shikkari|bukubuku|sansan|kebakeba|kirakira|sekaseka|morimori2|berabera2|bukubuku2|chikuchiku|gayagaya|gokugoku|hisohiso|berabera|buruburu|gojagoja|mojimoji|morimori3|debudebu|kunekune
3,6,trial,dokidoki,ANXIOUS|AFRAID|NERVOUS,honnori|chirahora|kachikachi|korokoro2|fuwafuwa|hiyahiya|wanwan|wakuwaku|morimori|kankan2|ukiuki|nikoniko-nomosaic|gojagoja2|harahara|kankan3|gizagiza|nurunuru|korokoro|betabeta|ujauja|kankan|hokahoka|boroboro|shikkari|bukubuku|sansan|kebakeba|kirakira|sekaseka|morimori2|berabera2|bukubuku2|chikuchiku|gayagaya|gokugoku|hisohiso|berabera|buruburu|gojagoja|mojimoji|morimori3|debudebu|kunekune
3,7,trial,boroboro,SLOPPILY|CRUMBLING|MESSILY,honnori|chirahora|kachikachi|korokoro2|fuwafuwa|hiyahiya|wanwan|wakuwaku|morimori|kankan2|ukiuki|nikoniko-nomosaic|gojagoja2|harahara|kankan3|gizagiza|nurunuru|korokoro|betabeta|ujauja|kankan|hokahoka|dokidoki|shikkari|bukubuku|sansan|kebakeba|kirakira|sekaseka|morimori2|berabera2|bukubuku2|chikuchiku|gayagaya|gokugoku|hisohiso|berabera|buruburu|gojagoja|mojimoji|morimori3|debudebu|kunekune
3,8,trial,shikkari,TIGHTLY|FIRMLY|SECURELY,honnori|chirahora|kachikachi|korokoro2|fuwafuwa|hiyahiya|wanwan|wakuwaku|morimori|kankan2|ukiuki|nikoniko-nomosaic|gojagoja2|harahara|kankan3|gizagiza|nurunuru|korokoro|betabeta|ujauja|kankan|hokahoka|dokidoki|boroboro|bukubuku|sansan|kebakeba|kirakira|sekaseka|morimori2|berabera2|bukubuku2|chikuchiku|gayagaya|gokugoku|hisohiso|berabera|buruburu|gojagoja|mojimoji|morimori3|debudebu|kunekune
3,9,trial,bukubuku,CHUBBY|PUDGY|FAT,honnori|chirahora|kachikachi|korokoro2|fuwafuwa|hiyahiya|wanwan|wakuwaku|morimori|kankan2|ukiuki|nikoniko-nomosaic|gojagoja2|harahara|kankan3|gizagiza|nurunuru|korokoro|betabeta|ujauja|kankan|hokahoka|dokidoki|boroboro|shikkari|sansan|kebakeba|kirakira|sekaseka|morimori2|berabera2|bukubuku2|chikuchiku|gayagaya|gokugoku|hisohiso|berabera|buruburu|gojagoja|mojimoji|morimori3|kunekune
3,10,trial,sansan,BLAZING|BRIGHT|DAZZLING,honnori|chirahora|kachikachi|korokoro2|fuwafuwa|hiyahiya|wanwan|wakuwaku|morimori|kankan2|ukiuki|nikoniko-nomosaic|gojagoja2|harahara|kankan3|gizagiza|nurunuru|korokoro|betabeta|ujauja|hokahoka|dokidoki|boroboro|shikkari|bukubuku|kebakeba|kirakira|sekaseka|morimori2|berabera2|bukubuku2|chikuchiku|gayagaya|gokugoku|hisohiso|berabera|buruburu|gojagoja|mojimoji|morimori3|debudebu|kunekune
3,11,trial,kebakeba,FUZZY|FRIZZY|FRAZZLED,honnori|chirahora|kachikachi|korokoro2|fuwafuwa|hiyahiya|wanwan|wakuwaku|morimori|kankan2|ukiuki|nikoniko-nomosaic|gojagoja2|harahara|kankan3|gizagiza|nurunuru|korokoro|betabeta|ujauja|kankan|hokahoka|dokidoki|boroboro|shikkari|bukubuku|sansan|kirakira|sekaseka|morimori2|berabera2|bukubuku2|chikuchiku|gayagaya|gokugoku|hisohiso|berabera|buruburu|gojagoja|mojimoji|morimori3|debudebu|kunekune
4,1,practice,honnori,WAFTING,chirahora|kachikachi|korokoro2|fuwafuwa|hiyahiya|wanwan|wakuwaku|morimori|kankan2|ukiuki|nikoniko-nomosaic|gojagoja2|harahara|kankan3|gizagiza|nurunuru|korokoro|betabeta|ujauja|kankan|hokahoka|dokidoki|boroboro|shikkari|bukubuku|sansan|kebakeba|kirakira|sekaseka|morimori2|berabera2|bukubuku2|chikuchiku|gayagaya|gokugoku|hisohiso|berabera|buruburu|gojagoja|mojimoji|morimori3|debudebu|kunekune
4,2,practice,chirahora,SKATTERED,honnori|kachikachi|korokoro2|fuwafuwa|hiyahiya|wanwan|wakuwaku|morimori|kankan2|ukiuki|nikoniko-nomosaic|gojagoja2|harahara|kankan3|gizagiza|nurunuru|korokoro|betabeta|ujauja|kankan|hokahoka|dokidoki|boroboro|shikkari|bukubuku|sansan|kebakeba|kirakira|sekaseka|morimori2|berabera2|bukubuku2|chikuchiku|gayagaya|gokugoku|hisohiso|berabera|buruburu|gojagoja|mojimoji|morimori3|debudebu|kunekune
4,3,trial,kirakira,SPARKLING|GLITTERING|TWINKLING,honnori|chirahora|kachikachi|korokoro2|fuwafuwa|hiyahiya|wanwan|wakuwaku|morimori|kankan2|ukiuki|nikoniko-nomosaic|gojagoja2|harahara|kankan3|gizagiza|nurunuru|korokoro|betabeta|ujauja|kankan|hokahoka|dokidoki|boroboro|shikkari|bukubuku|sansan|kebakeba|sekaseka|morimori2|berabera2|bukubuku2|chikuchiku|gayagaya|gokugoku|hisohiso|berabera|buruburu|gojagoja|mojimoji|morimori3|debudebu|kunekune
4,4,trial,sekaseka,RUSHING|HURRIED|FLUSTERED,honnori|chirahora|kachikachi|korokoro2|fuwafuwa|hiyahiya|wanwan|wakuwaku|morimori|kankan2|ukiuki|nikoniko-nomosaic|gojagoja2|harahara|kankan3|gizagiza|nurunuru|korokoro|betabeta|ujauja|kankan|hokahoka|dokidoki|boroboro|shikkari|bukubuku|sansan|kebakeba|kirakira|morimori2|berabera2|bukubuku2|chikuchiku|gayagaya|gokugoku|hisohiso|berabera|buruburu|gojagoja|mojimoji|morimori3|debudebu|kunekune
4,5,trial,morimori2,GOBBLING|GORGING (ON FOOD)|PIGGING OUT,honnori|chirahora|kachikachi|korokoro2|fuwafuwa|hiyahiya|wanwan|wakuwaku|morimori|kankan2|ukiuki|nikoniko-nomosaic|gojagoja2|harahara|kankan3|gizagiza|nurunuru|korokoro|betabeta|ujauja|kankan|hokahoka|dokidoki|boroboro|shikkari|bukubuku|sansan|kebakeba|kirakira|sekaseka|berabera2|bukubuku2|chikuchiku|gayagaya|gokugoku|hisohiso|berabera|buruburu|gojagoja|mojimoji|morimori3|debudebu|kunekune
4,6,trial,berabera2,TEARING|SHREDDING|RIPPING,honnori|chirahora|kachikachi|korokoro2|fuwafuwa|hiyahiya|wanwan|wakuwaku|morimori|kankan2|ukiuki|nikoniko-nomosaic|gojagoja2|harahara|kankan3|gizagiza|nurunuru|korokoro|betabeta|ujauja|kankan|hokahoka|dokidoki|boroboro|shikkari|bukubuku|sansan|kebakeba|kirakira|sekaseka|morimori2|bukubuku2|chikuchiku|gayagaya|gokugoku|hisohiso|berabera|buruburu|gojagoja|mojimoji|morimori3|debudebu|kunekune
4,7,trial,bukubuku2,ROUND|SWOLLEN|BLOATED,honnori|chirahora|kachikachi|korokoro2|fuwafuwa|hiyahiya|wanwan|wakuwaku|morimori|kankan2|ukiuki|nikoniko-nomosaic|gojagoja2|harahara|kankan3|gizagiza|nurunuru|korokoro|betabeta|ujauja|kankan|hokahoka|dokidoki|boroboro|shikkari|sansan|kebakeba|kirakira|sekaseka|morimori2|berabera2|chikuchiku|gayagaya|gokugoku|hisohiso|berabera|buruburu|gojagoja|mojimoji|morimori3|debudebu|kunekune
4,8,trial,chikuchiku,PRICKLING|STINGING|TINGLING,honnori|chirahora|kachikachi|korokoro2|fuwafuwa|hiyahiya|wanwan|wakuwaku|morimori|kankan2|ukiuki|nikoniko-nomosaic|gojagoja2|harahara|kankan3|gizagiza|nurunuru|korokoro|betabeta|ujauja|kankan|hokahoka|dokidoki|boroboro|shikkari|bukubuku|sansan|kebakeba|kirakira|sekaseka|morimori2|berabera2|bukubuku2|gayagaya|gokugoku|hisohiso|berabera|buruburu|gojagoja|mojimoji|morimori3|debudebu|kunekune
4,9,trial,honnori,FAINTLY|SLIGHTLY|SUBTLY,chirahora|kachikachi|korokoro2|fuwafuwa|hiyahiya|wanwan|wakuwaku|morimori|kankan2|ukiuki|nikoniko-nomosaic|gojagoja2|harahara|kankan3|gizagiza|nurunuru|korokoro|betabeta|ujauja|kankan|hokahoka|dokidoki|boroboro|shikkari|bukubuku|sansan|kebakeba|kirakira|sekaseka|morimori2|berabera2|bukubuku2|chikuchiku|gayagaya|gokugoku|hisohiso|berabera|buruburu|gojagoja|mojimoji|morimori3|debudebu|kunekune
4,10,trial,gayagaya,LOUD|HUBBUB|NOISY,honnori|chirahora|kachikachi|korokoro2|fuwafuwa|hiyahiya|wanwan|wakuwaku|morimori|kankan2|ukiuki|nikoniko-nomosaic|gojagoja2|harahara|kankan3|gizagiza|nurunuru|korokoro|betabeta|ujauja|kankan|hokahoka|dokidoki|boroboro|shikkari|bukubuku|sansan|kebakeba|kirakira|sekaseka|morimori2|berabera2|bukubuku2|chikuchiku|gokugoku|hisohiso|berabera|buruburu|gojagoja|mojimoji|morimori3|debudebu|kunekune
4,11,trial,gokugoku,GULPING|GUZZLING|DRINKING,honnori|chirahora|kachikachi|korokoro2|fuwafuwa|hiyahiya|wanwan|wakuwaku|morimori|kankan2|ukiuki|nikoniko-nomosaic|gojagoja2|harahara|kankan3|gizagiza|nurunuru|korokoro|betabeta|ujauja|kankan|hokahoka|dokidoki|boroboro|shikkari|bukubuku|sansan|kebakeba|kirakira|sekaseka|morimori2|berabera2|bukubuku2|chikuchiku|gayagaya|hisohiso|berabera|buruburu|gojagoja|mojimoji|morimori3|debudebu|kunekune
5,1,practice,honnori,WAFTING,chirahora|kachikachi|korokoro2|fuwafuwa|hiyahiya|wanwan|wakuwaku|morimori|kankan2|ukiuki|nikoniko-nomosaic|gojagoja2|harahara|kankan3|gizagiza|nurunuru|korokoro|betabeta|ujauja|kankan|hokahoka|dokidoki|boroboro|shikkari|bukubuku|sansan|kebakeba|kirakira|sekaseka|morimori2|berabera2|bukubuku2|chikuchiku|gayagaya|gokugoku|hisohiso|berabera|buruburu|gojagoja|mojimoji|morimori3|debudebu|kunekune
5,2,practice,chirahora,SKATTERED,honnori|kachikachi|korokoro2|fuwafuwa|hiyahiya|wanwan|wakuwaku|morimori|kankan2|ukiuki|nikoniko-nomosaic|gojagoja2|harahara|kankan3|gizagiza|nurunuru|korokoro|betabeta|ujauja|kankan|hokahoka|dokidoki|boroboro|shikkari|bukubuku|sansan|kebakeba|kirakira|sekaseka|morimori2|berabera2|bukubuku2|chikuchiku|gayagaya|gokugoku|hisohiso|berabera|buruburu|gojagoja|mojimoji|morimori3|debudebu|kunekune
5,3,trial,hisohiso,WHISPERING|HUSHED|QUIETLY,honnori|chirahora|kachikachi|korokoro2|fuwafuwa|hiyahiya|wanwan|wakuwaku|morimori|kankan2|ukiuki|nikoniko-nomosaic|gojagoja2|harahara|kankan3|gizagiza|nurunuru|korokoro|betabeta|ujauja|kankan|hokahoka|dokidoki|boroboro|shikkari|bukubuku|sansan|kebakeba|kirakira|sekaseka|morimori2|berabera2|bukubuku2|chikuchiku|gayagaya|gokugoku|berabera|buruburu|gojagoja|mojimoji|morimori3|debudebu|kunekune
5,4,trial,berabera,BLABBING ON |PRATTLING ON|CHATTERING,honnori|chirahora|kachikachi|korokoro2|fuwafuwa|hiyahiya|wanwan|wakuwaku|morimori|kankan2|ukiuki|nikoniko-nomosaic|gojagoja2|harahara|kankan3|gizagiza|nurunuru|korokoro|betabeta|ujauja|kankan|hokahoka|dokidoki|boroboro|shikkari|bukubuku|sansan|kebakeba|kirakira|sekaseka|morimori2|berabera2|bukubuku2|chikuchiku|gayagaya|gokugoku|hisohiso|buruburu|gojagoja|mojimoji|morimori3|debudebu|kunekune
5,5,trial,buruburu,SHAKING|TREMBLING|SHIVERING,honnori|chirahora|kachikachi|korokoro2|fuwafuwa|hiyahiya|wanwan|wakuwaku|morimori|kankan2|ukiuki|nikoniko-nomosaic|gojagoja2|harahara|kankan3|gizagiza|nurunuru|korokoro|betabeta|ujauja|kankan|hokahoka|dokidoki|boroboro|shikkari|bukubuku|sansan|kebakeba|kirakira|sekaseka|morimori2|berabera2|bukubuku2|chikuchiku|gayagaya|gokugoku|hisohiso|berabera|gojagoja|mojimoji|morimori3|debudebu|kunekune
5,6,trial,gojagoja,JUMBLED UP|MIXED UP|MUDDLED UP,honnori|chirahora|kachikachi|korokoro2|fuwafuwa|hiyahiya|wanwan|wakuwaku|morimori|kankan2|ukiuki|nikoniko-nomosaic|harahara|kankan3|gizagiza|nurunuru|korokoro|betabeta|ujauja|kankan|hokahoka|dokidoki|boroboro|shikkari|bukubuku|sansan|kebakeba|kirakira|sekaseka|morimori2|berabera2|bukubuku2|chikuchiku|gayagaya|gokugoku|hisohiso|berabera|buruburu|mojimoji|morimori3|debudebu|kunekune
5,7,trial,mojimoji,RESTLESS|FIDGETY|SQUIRMING,honnori|chirahora|kachikachi|korokoro2|fuwafuwa|hiyahiya|wanwan|wakuwaku|morimori|kankan2|ukiuki|nikoniko-nomosaic|gojagoja2|harahara|kankan3|gizagiza|nurunuru|korokoro|betabeta|ujauja|kankan|hokahoka|dokidoki|boroboro|shikkari|bukubuku|sansan|kebakeba|kirakira|sekaseka|morimori2|berabera2|bukubuku2|chikuchiku|gayagaya|gokugoku|hisohiso|berabera|buruburu|gojagoja|morimori3|debudebu|kunekune
